"","TripID","Date","Country","Site","Latitude","Longitude","Observer","Fisher","TotalCrew","TrapsOwned","TrapsFished","TrapLocation","Depth_m","SoakTime_Days","TrapType","GapSize_cm","BrowserMass_g","BrowserMassRatio","ScraperMass_g","ScraperMassRatio","GrazerMass_g","GrazerMassRatio","TotalCatch_g","CPUE_kgPerTrap","TotalValue_KSH","ValuePUE","TotalCa_mg","CaPUE","TotalFe_mg","FePUE","TotalVA_ug","VAPUE","TotalSe_ug","SePUE","TotalZn_ug","ZnPUE"
"1241","KZKYN0875H","2014-12-21","Kenya","Jimbo",NA,NA,"Janet Warui","FQVFH7547L",1,9,9,"mijira",NA,NA,"Traditional","0",0,0,0,0,0,0,16640,1.84888888888889,192,21.3333333333333,441.671052286725,49.0745613651917,8.14558226189222,0.905064695765803,987.313949424028,109.701549936003,553.405740389322,61.4895267099247,18.5421610526538,2.06024011696154
"1242","HAUUX0418I","2014-12-21","Kenya","Jimbo",NA,NA,"Janet Warui","GPNJO8304C",1,20,20,"mijira",NA,NA,"Traditional","0",2410,0.0625,0,0,0,0,38560,1.928,464.4,23.22,1017.92994156958,50.896497078479,17.3297635633772,0.866488178168861,3132.00259692743,156.600129846371,1112.91121121394,55.6455605606972,40.0863672268089,2.00431836134045
"1243","TCIVM5030P","2014-12-21","Kenya","Jimbo",NA,NA,"Janet Warui","EPKRG6929H",1,18,18,"kichwa mtu",NA,NA,"Traditional","0",8550,0.454545454545455,0,0,0,0,18810,1.045,205.2,11.4,637.761443413181,35.4311913007323,10.5308982167892,0.585049900932731,405.557556751523,22.5309753750846,652.284190092724,36.2380105607069,20.7691378124004,1.1538409895778
"1244","RGPEP0834W","2014-12-21","Kenya","Jimbo",NA,NA,"Janet Warui","NBJGV5489D",1,8,8,"mijira",NA,NA,"Traditional","0",22960,0.875,0,0,0,0,26240,3.28,609.2,76.15,1356.18819291737,169.523524114671,26.6300533483328,3.32875666854159,2102.4286356075,262.803579450937,849.162257371913,106.145282171489,48.810830152865,6.10135376910813
"1245","KANGA7515O","2014-12-22","Kenya","Jimbo",NA,NA,"Janet Warui","STYHP0780C",1,5,5,"Minyaani",NA,NA,"Traditional","0",710,0.0909090909090909,0,0,0,0,7810,1.562,138.4,27.68,297.286464110487,59.4572928220975,6.3669579150976,1.27339158301952,193.735065294311,38.7470130588621,356.371498097353,71.2742996194705,14.1813884452123,2.83627768904246
"1246","LRJQY3187T","2014-12-22","Kenya","Jimbo",NA,NA,"Janet Warui","FQVFH7547L",1,9,9,"mijira",NA,NA,"Traditional","0",0,0,0,0,0,0,13050,1.45,168.4,18.7111111111111,329.135238756769,36.5705820840854,6.35548381982527,0.706164868869475,463.53163443606,51.5035149373401,436.350643200329,48.4834048000365,14.0863750108911,1.5651527789879
"1247","VJWSK9921C","2014-12-22","Kenya","Jimbo",NA,NA,"Janet Warui","UJKRX0377K",1,5,5,"mijira",NA,NA,"Traditional","0",14150,0.714285714285714,0,0,0,0,19810,3.962,463.6,92.72,1140.85086226115,228.17017245223,22.7266669190474,4.54533338380949,700.698329081926,140.139665816385,886.275043755593,177.255008751119,42.6733325738164,8.53466651476327
"1248","VPWPT5423A","2014-12-22","Kenya","Jimbo",NA,NA,"Janet Warui","XTQID9985V",1,18,18,"mijira",NA,NA,"Traditional","0",16290,0.1875,0,0,10860,0.125,86880,4.82666666666667,844.8,46.9333333333333,1904.99840583264,105.83324476848,39.7824908252488,2.21013837918049,3109.84211658304,172.769006476835,2174.86477794051,120.825820996695,91.1483475770505,5.06379708761392
"1249","UBHPZ4197Y","2014-12-22","Kenya","Jimbo",NA,NA,"Janet Warui","HVJKK6693V",1,20,20,"mijira",NA,NA,"Traditional","0",0,0,0,0,0,0,29280,1.464,322.4,16.12,709.542832244943,35.4771416122472,13.7472947694246,0.687364738471232,1339.42843265916,66.971421632958,902.570349725859,45.128517486293,30.7012617314531,1.53506308657265
"1250","GOFZB0372J","2014-12-23","Kenya","Jimbo",NA,NA,"Janet Warui","FQVFH7547L",1,9,9,"mijira",NA,NA,"Traditional","0",780,0.0833333333333333,0,0,0,0,9360,1.04,149.6,16.6222222222222,340.370178284297,37.8189086982552,6.00431587188477,0.667146207987196,709.576569303697,78.8418410337441,415.725401210558,46.1917112456176,13.2607527997103,1.47341697774559
"1251","SPSNX2109K","2014-12-23","Kenya","Jimbo",NA,NA,"Janet Warui","NBJGV5489D",1,9,9,"kichwa mtu",NA,NA,"Traditional","0",5760,0.5,0,0,0,0,11520,1.28,250.4,27.8222222222222,585.6584977123,65.0731664124778,12.0960293103287,1.34400325670318,356.825354475694,39.6472616084104,458.674703994898,50.9638559994331,23.4907319477292,2.61008132752547
"1252","FIVBM0956P","2014-12-23","Kenya","Jimbo",NA,NA,"Janet Warui","HVJKK6693V",1,20,20,"mijira",NA,NA,"Traditional","0",9000,0.133333333333333,0,0,0,0,67500,3.375,419.2,20.96,901.253640340073,45.0626820170036,18.3429506690829,0.917147533454144,2058.44659897271,102.922329948636,1028.88288855948,51.4441444279741,40.4067226535507,2.02033613267753
"1253","JMVMR7564N","2014-12-23","Kenya","Jimbo",NA,NA,"Janet Warui","IRJMM8039J",1,8,8,"kichwa mtu",NA,NA,"Traditional","0",122300,0.3125,0,0,48920,0.125,391360,48.92,3433.6,429.2,9300.78697725515,1162.59837215689,172.916915104133,21.6146143880167,9986.50288703979,1248.31286087997,8038.00931893553,1004.75116486694,426.852432301309,53.3565540376637
"1254","ZZARY7884D","2014-12-23","Kenya","Jimbo",NA,NA,"Janet Warui","BRVTK4803B",1,12,12,"mijira",NA,NA,"Traditional","0",5940,0.222222222222222,0,0,0,0,26730,2.2275,488,40.6666666666667,1208.99540149841,100.749616791534,24.6043431827001,2.05036193189167,1729.64670167364,144.13722513947,1192.83369479102,99.4028078992516,53.7033063031098,4.47527552525915
"1255","JNVVE8688C","2014-01-09","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","NGFSJ8020R",1,8,8,NA,NA,"1","Traditional","0",0,0,0,0,0,0,11142,1.39275,183.48,22.935,408.057693114358,51.0072116392948,9.53047140053476,1.19130892506685,546.005998528357,68.2507498160447,430.488737242579,53.8110921553224,23.9666328337901,2.99582910422376
"1256","PGWIM3311Y","2014-01-09","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","QVSDF0882G",1,4,4,NA,NA,"1","Traditional","0",13158,1,0,0,0,0,13158,3.2895,292.4,73.1,639.484479922232,159.871119980558,13.5971679195999,3.39929197989999,394.48105520781,98.6202638019526,309.040685592396,77.2601713980991,24.9360608787895,6.23401521969738
"1257","VXGRZ1841A","2014-01-09","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","DTOQQ9060L",1,4,4,NA,NA,"1","Traditional","0",1246,0.5,0,0,0,0,2492,0.623,98.84,24.71,213.385951931269,53.3464879828173,5.15188860513803,1.28797215128451,123.736829732021,30.9342074330054,174.094061228417,43.5235153071042,11.8036386075574,2.95090965188935
"1258","QERER2051J","2014-01-09","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","JWZRD8215K",1,8,8,NA,NA,"1","Traditional","0",0,0,0,0,0,0,9716,1.2145,138.8,17.35,337.972652630847,42.2465815788559,5.17718265773114,0.647147832216393,372.649260075426,46.5811575094282,372.389835133753,46.5487293917191,10.0833437903132,1.26041797378915
"1259","CIUKL8337D","2014-02-09","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","JWZRD8215K",1,7,7,NA,NA,"1","Traditional","0",0,0,0,0,2916,0.133333333333333,21870,3.12428571428571,227.28,32.4685714285714,576.814257440877,82.4020367772682,13.1327726248099,1.87611037497284,331.973489999243,47.4247842856062,559.000077046439,79.857153863777,29.9379723014304,4.27685318591862
"1260","PEWIQ7693T","2014-02-09","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","OLRXX2045S",1,2,2,NA,NA,"1","Traditional","0",2756,0.444444444444444,0,0,0,0,6201,3.1005,137.8,68.9,263.58855282667,131.794276413335,5.29269220178244,2.64634610089122,225.031918647934,112.515959323967,224.263662406477,112.131831203239,9.84860696604421,4.9243034830221
"1261","AKCDE9902P","2014-04-09","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","PMQLT2798H",1,4,4,NA,NA,NA,"Traditional","0",0,0,0,0,0,0,46048,11.512,650.72,162.68,1590.61543284981,397.653858212453,35.5404128711419,8.88510321778548,1891.07397770304,472.76849442576,1592.20742793744,398.05185698436,85.9078186057233,21.4769546514308
"1262","DPFWM8142L","2014-04-09","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","QDDHY9561G",1,4,4,NA,NA,NA,"Traditional","0",0,0,0,0,0,0,2745,0.68625,78.4,19.6,179.876819250725,44.9692048126812,1.97892735228839,0.494731838072097,357.506810921681,89.3767027304203,233.211817754987,58.3029544387467,3.27958477165636,0.819896192914089
"1263","LXHGV2289Q",NA,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","MFHQL4564H",1,1,1,NA,NA,NA,"Traditional","0",8775,0.625,0,0,0,0,14040,14.04,253.16,253.16,726.462216790675,726.462216790675,10.5368963001347,10.5368963001347,879.311884002759,879.311884002759,885.314051801553,885.314051801553,17.0798667221192,17.0798667221192
"1264","AHGIZ5324N","2014-11-09","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","JWZRD8215K",1,7,7,NA,NA,NA,"Traditional","0",0,0,0,0,0,0,6330,0.904285714285714,84.4,12.0571428571429,160.43161762886,22.9188025184086,3.98928322087745,0.569897602982493,89.6049112323305,12.8007016046186,225.681085638456,32.240155091208,9.96743669233403,1.42391952747629
"1265","FKLPC8369T","2014-09-09","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","JWZRD8215K",1,8,8,NA,NA,NA,"Traditional","0",0,0,0,0,0,0,7868,0.9835,109.36,13.67,203.195171914307,25.3993964892884,4.79581796832673,0.599477246040841,268.370762837277,33.5463453546596,310.750285363853,38.8437856704817,11.853733496839,1.48171668710487
"1266","MUSEY6655W","2014-09-09","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","OIEHX1332I",1,4,4,NA,NA,NA,"Traditional","0",0,0,0,0,0,0,3414,0.8535,45.52,11.38,664.900816628128,166.225204157032,4.83998408649053,1.20999602162263,303.550984795525,75.8877461988811,159.35597097093,39.8389927427324,7.78319677503238,1.94579919375809
"1267","WTEXQ8514E","2014-09-09","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","WOUPO4958Z",1,6,6,"See",NA,NA,"Traditional","0",1290,0.25,0,0,0,0,5160,0.86,108.6,18.1,278.785368063096,46.4642280105161,5.73423342148301,0.955705570247168,147.452413627916,24.5754022713193,307.113343146329,51.1855571910549,13.3872035973838,2.23120059956397
"1268","ZIMME6194K","2014-09-10","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","UWDNH1137T",1,4,4,NA,NA,NA,"Traditional","0",0,0,0,0,0,0,7995,1.99875,100.8,25.2,192.504923980663,48.1262309951658,4.69174537960184,1.17293634490046,198.629238045984,49.657309511496,261.662444409684,65.4156111024211,11.4588779229808,2.86471948074521
"1269","KKZUD6711S","2014-01-09","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","UWDNH1137T",1,4,4,NA,NA,NA,"Traditional","0",0,0,0,0,0,0,533,0.13325,5.8,1.45,11.0249215906089,2.75623039765221,0.274145055463142,0.0685362638657856,6.15768347331181,1.53942086832795,15.5088897713631,3.87722244284077,0.684966028620111,0.171241507155028
"1270","AFWPB1289K","2014-09-10","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","LZZQI5769G",1,4,4,"Sii",NA,NA,"Gated","2",71650,0.714285714285714,0,0,21495,0.214285714285714,100310,25.0775,913.24,228.31,3838.62441659616,959.65610414904,58.4228064180898,14.6057016045225,3155.61521004439,788.903802511097,2644.20835759975,661.052089399937,119.710053768008,29.927513442002
"1271","RZZWV0142I","2014-09-10","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","WOUPO4958Z",1,7,7,"See",NA,NA,"Traditional","0",674,0.0666666666666667,0,0,0,0,10110,1.44428571428571,131.84,18.8342857142857,261.106182548988,37.300883221284,6.31881966126757,0.902688523038224,144.63615717245,20.6623081674929,354.959546694605,50.7085066706579,15.6515032489401,2.23592903556288
"1272","HBGQW3003M","2014-09-10","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","JWZRD8215K",1,8,8,NA,NA,NA,"Traditional","0",0,0,0,0,0,0,4689,0.586125,101.48,12.685,214.390559514339,26.7988199392924,3.99089440204039,0.498861800255049,377.696180801245,47.2120226001557,308.456850354889,38.5571062943611,9.13607237959383,1.14200904744923
"1273","LCRHQ3370V","2014-09-09","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HPTNC4987Z",1,9,9,NA,NA,NA,"Traditional","0",0,0,0,0,0,0,9660,1.07333333333333,159.52,17.7244444444444,304.681613937689,33.8535126597432,7.05609177783614,0.784010197537348,624.189997461406,69.3544441623785,402.760653257813,44.7511836953126,16.4714690800504,1.83016323111671
"1274","RGNEZ3256R","2014-07-09","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","JWZRD8215K",1,8,8,NA,NA,NA,"Traditional","0",0,0,0,0,0,0,3186,0.39825,94.2,11.775,207.96487021931,25.9956087774138,4.81959914454971,0.602449893068714,97.4120722791495,12.1765090348937,247.605867868909,30.9507334836136,11.6929674315367,1.46162092894209
"1275","GDBAE4882G","2014-09-07","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","JWZRD8215K",1,8,8,NA,NA,NA,"Traditional","0",0,0,0,0,0,0,531,0.066375,12,1.5,37.2626510009704,4.6578313751213,0.750749322834114,0.0938436653542642,11.4414344303947,1.43017930379933,29.9474113525848,3.7434264190731,1.70125826670526,0.212657283338157
"1276","KQIVY4094I","2014-09-08","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HXWIA7469W",1,NA,NA,"Mijira",NA,NA,"Traditional","0",486,0.125,0,0,0,0,3888,NA,90.72,NA,195.427766572415,NA,4.47894558592819,NA,106.528635482939,NA,247.892360555901,NA,10.8922692375777,NA
"1277","VODHU1365K","2014-09-08","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","LZZQI5769G",1,4,4,"Sii",NA,NA,"Traditional","0",0,0,0,0,0,0,12852,3.213,629.88,157.47,1345.00187374742,336.250468436854,25.7336547687754,6.43341369219385,6095.35708343409,1523.83927085852,1215.79984258388,303.94996064597,47.480898266406,11.8702245666015
"1278","MEVVV6477T","2014-09-08","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","COOPC9847U",1,NA,NA,NA,NA,NA,"Traditional","0",1691,0.2,0,0,6764,0.8,8455,NA,210.6,NA,1529.95813536814,NA,16.4889763300079,NA,448.945648133765,NA,344.532523199695,NA,39.1054911261182,NA
"1279","IDGZQ9491T","2014-09-16","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","LZZQI5769G",1,4,4,"Multiple",NA,NA,"Traditional","0",37632,0.583333333333333,0,0,0,0,64512,16.128,808.16,202.04,2063.96179077885,515.990447694713,36.6304972390255,9.15762430975638,2422.57622509474,605.644056273685,2310.43086746109,577.607716865273,64.4121662112712,16.1030415528178
"1280","FLPKZ5603I","2014-09-16","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","MFHQL4564H",1,4,4,NA,NA,NA,"Traditional","0",0,0,0,0,0,0,13979,3.49475,301.76,75.44,1157.71576834491,289.428942086229,12.8075017512863,3.20187543782158,2714.99408342004,678.748520855009,803.232275390135,200.808068847534,20.7341728709285,5.18354321773214
"1281","MOMTW2164B","2014-09-13","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","MFHQL4564H",1,5,5,NA,NA,NA,"Traditional","0",1421,0.142857142857143,0,0,0,0,9947,1.9894,228.36,45.672,683.057426990471,136.611485398094,9.98902475559809,1.99780495111962,842.06047374304,168.412094748608,722.985922225494,144.597184445099,19.8015400382194,3.96030800764387
"1282","RKFVD1885F","2014-09-13","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","JWZRD8215K",1,1,1,NA,NA,NA,"Traditional","0",1508,0.25,0,0,0,0,6032,6.032,150.8,150.8,372.437305790989,372.437305790989,5.68573629787389,5.68573629787389,570.957147757,570.957147757,417.33836557692,417.33836557692,11.1187391514675,11.1187391514675
"1283","XWXPX9604R","2014-09-14","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HPTNC4987Z",1,5,5,NA,NA,NA,"Traditional","0",533,0.0833333333333333,0,0,0,0,6396,1.2792,100.12,20.024,213.295742943402,42.6591485886804,4.92324964133397,0.984649928266794,116.508329387961,23.3016658775923,273.027457771559,54.6054915543118,12.0023865943069,2.40047731886137
"1284","QZEBP9635X","2014-09-14","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","LZZQI5769G",1,4,4,"Sii",NA,NA,"Traditional","0",10316,0.444444444444444,0,0,2579,0.111111111111111,23211,5.80275,335.92,83.98,1336.11975414635,334.029938536588,19.0658690397575,4.76646725993936,1012.08644465429,253.021611163573,959.347399219027,239.836849804757,39.6433566252609,9.91083915631524
"1285","CTJWS1446A","2014-08-26","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","STYYO6581J",1,1,1,"Mijira",NA,NA,"Traditional","0",12724,0.8,0,0,0,0,15905,15.905,381.72,381.72,1020.92717920385,1020.92717920385,23.2911997536686,23.2911997536686,451.361199744921,451.361199744921,626.058664001774,626.058664001774,66.3222016249008,66.3222016249008
"1286","SILRA7856R","2014-08-27","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","JWZRD8215K",1,8,8,"Mijira",NA,NA,"Traditional","0",0,0,0,0,0,0,20664,2.583,394.16,49.27,1106.01354674454,138.251693343067,24.5284413996632,3.0660551749579,472.480660055118,59.0600825068897,982.841935933477,122.855241991685,57.1932751968514,7.14915939960642
"1287","VKXUQ0140W","2014-08-27","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","YUIRY0510O",1,4,4,"Mijira",NA,NA,"Gated","2",6612,0.571428571428571,0,0,0,0,11571,2.89275,289,72.25,707.282886210799,176.8207215527,14.2455027293981,3.56137568234952,716.329617821148,179.082404455287,487.184293540773,121.796073385193,30.1443816615242,7.53609541538104
"1288","WUQGS9334J","2014-08-28","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HPTNC4987Z",1,6,6,"Mijira",NA,NA,"Traditional","0",0,0,0,0,0,0,5229,0.8715,108.04,18.0066666666667,253.993246603253,42.3322077672089,3.35339134154793,0.558898556924655,463.941505301301,77.3235842168835,308.027888628571,51.3379814380952,6.62907170464913,1.10484528410819
"1289","VNKFO4559H","2014-08-28","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","ZFJGN4824U",1,12,12,"Mijira",NA,NA,"Traditional","0",0,0,0,0,0,0,4428,0.369,98.4,8.2,294.121341161649,24.5101117634707,2.68404567746715,0.223670473122262,662.010336599987,55.1675280499989,349.451802526384,29.1209835438653,3.7038540891047,0.308654507425392
"1290","MXVKQ6732T","2014-08-30","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","AXHYK9683L",1,8,8,"Mijira",NA,NA,"Traditional","0",0,0,0,0,0,0,5334,0.66675,159.4,19.925,468.366791075157,58.5458488843947,5.69612627900478,0.712015784875597,939.395230172992,117.424403771624,517.821861897124,64.7277327371405,10.8888055866118,1.36110069832647
"1291","NJNPS2845Y","2014-08-31","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","LZZQI5769G",1,4,4,"Sii",NA,NA,"Gated","2",5971,0.0625,0,0,5971,0.0625,95536,23.884,823.96,205.99,2232.12861323639,558.032153309097,52.1761014374977,13.0440253593744,1522.72373575968,380.68093393992,1610.4884742533,402.622118563324,129.824923020234,32.4562307550585
"1292","EMVRH5412D","2014-10-17","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HPTNC4987Z",1,9,9,NA,NA,NA,"Gated","2",0,0,0,0,0,0,1795,0.199444444444444,58,6.44444444444444,274.328868394565,30.4809853771739,3.65494395388625,0.406104883765138,306.944905380304,34.1049894867004,144.716977662456,16.0796641847173,6.85244060441902,0.761382289379891
"1293","KXCKP8516S","2014-10-16","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","LZZQI5769G",1,5,5,"Sii",NA,NA,"Gated","2",8625,0.2,0,0,0,0,43125,8.625,387.56,77.512,1142.01947330817,228.403894661634,22.7123918904748,4.54247837809497,428.181922115462,85.6363844230923,875.922371822585,175.184474364517,55.8607653757133,11.1721530751427
"1294","YQQHH2211E","2014-10-16","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HPTNC4987Z",1,5,5,NA,NA,NA,"Gated","2",0,0,0,0,0,0,2883.214,0.5766428,481.44,96.288,1586.03232632867,317.206465265734,32.5370778337579,6.50741556675158,520.21379458301,104.042758916602,1189.93227050666,237.986454101332,72.8138392073643,14.5627678414729
"1295","QLMMF0356V","2014-10-18","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HPTNC4987Z",1,2,2,NA,NA,NA,"Gated","2",3939,0.428571428571429,0,0,0,0,9191,4.5955,255.32,127.66,541.177205523607,270.588602761803,11.4516418180815,5.72582090904076,677.238651828993,338.619325914496,475.307977816352,237.653988908176,21.8228399665949,10.9114199832974
"1296","BBYIO8219O","2014-10-20","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","PMQLT2798H",1,4,4,NA,NA,NA,"Traditional","0",0,0,0,0,0,0,6210,1.5525,124.2,31.05,377.1638498134,94.2909624533499,5.18735274796567,1.29683818699142,541.097200385265,135.274300096316,387.234546469332,96.808636617333,9.98565372417279,2.4964134310432
"1297","YQZBF0681Y","2014-10-17","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","NGFSJ8020R",1,4,4,NA,NA,NA,"Traditional","0",744,0.0588235294117647,0,0,0,0,12648,3.162,148.8,37.2,306.120354810726,76.5300887026816,5.12243639190848,1.28060909797712,279.780803319707,69.9452008299268,359.216435823959,89.8041089559897,10.3955606395317,2.59889015988292
"1298","KIESY3054I","2014-07-09","Kenya","Jimbo",NA,NA,"Ali Shilingi","VEFIQ0318V",1,17,17,"Mijira",NA,NA,"Traditional","0",45200,1,0,0,0,0,45200,2.65882352941177,904,53.1764705882353,1977.06556036148,116.297974138911,42.0377558116223,2.47280916538954,1219.59943196943,71.7411430570252,955.447263254194,56.2027801914232,77.0937039481044,4.5349237616532
"1299","VAUTV8517J","2014-08-26","Kenya","Jimbo",NA,NA,"Ali Shilingi","AJTPU9214D",1,7,7,"Mijira",NA,NA,"Traditional","0",4800,1,0,0,0,0,4800,0.685714285714286,192,27.4285714285714,419.907729634297,59.9868185191853,8.92837291574278,1.27548184510611,259.029967851914,37.004281121702,202.926852372572,28.9895503389389,16.3738840243762,2.33912628919659
"1300","JKPZB8716V","2014-08-26","Kenya","Jimbo",NA,NA,"Ali Shilingi","QDDPD2089L",1,8,8,"Kichwa mtu",NA,NA,"Traditional","0",9660,1,0,0,0,0,9660,1.2075,322,40.25,704.220254907519,88.0275318634399,14.973625410777,1.87170317634712,434.414841918314,54.3018552397892,340.325241999835,42.5406552499793,27.4603679992142,3.43254599990177
"1301","AHFBR8026H","2014-08-27","Kenya","Jimbo",NA,NA,"Ali Shilingi","VEFIQ0318V",1,17,17,"Mijira",NA,NA,"Traditional","0",2840,1,0,0,0,0,2840,0.167058823529412,142,8.35294117647059,310.556758375365,18.2680446103156,6.6032758022681,0.388427988368712,191.574247057145,11.2690733563026,150.081317900548,8.8283128176793,12.1098517263615,0.712344219197737
"1302","SBFBQ2015X","2014-08-31","Kenya","Jimbo",NA,NA,"Ali Shilingi","XSMJJ5186S",1,6,6,"Mijira",NA,NA,"Traditional","0",9300,0.5,0,0,0,0,18600,3.1,515.2,85.8666666666667,1040.28072576661,173.380120961101,25.5313758383239,4.25522930638732,642.500983806907,107.083497301151,1097.85724393341,182.976207322236,64.5594204211063,10.7599034035177
"1303","TGPGB4968J","2014-08-31","Kenya","Jimbo",NA,NA,"Ali Shilingi","QHVYX9141H",1,9,9,"Mijira",NA,NA,"Traditional","0",6480,1,0,0,0,0,6480,0.72,324,36,708.594293757876,78.7326993064307,15.0666292953159,1.67406992170177,437.113070750105,48.5681189722339,342.439063378716,38.0487848198573,27.6309292911348,3.07010325457053
"1304","JKAXF4199B","2014-08-28","Kenya","Jimbo",NA,NA,"Ali Shilingi","XSMJJ5186S",1,6,6,"Mijira",NA,NA,"Traditional","0",4380,0.75,0,0,0,0,5840,0.973333333333333,212.8,35.4666666666667,525.242323776172,87.5403872960286,12.9720388255494,2.16200647092491,332.281740548127,55.3802900913545,308.748149208377,51.4580248680628,32.3292045494106,5.38820075823511
"1305","IWWSK1221F","2014-08-29","Kenya","Jimbo",NA,NA,"Ali Shilingi","WHNLD7776Y",1,4,4,"Mijira",NA,NA,"Traditional","0",7900,1,0,0,0,0,7900,1.975,316,79,691.098138356447,172.774534589112,14.69461375716,3.67365343929,426.320155422942,106.580038855735,333.983777863192,83.4959444657979,26.9486841234524,6.73717103086311
"1306","OEZHU6926I","2014-01-09","Kenya","Jimbo",NA,NA,"Ali Shilingi","VEFIQ0318V",1,17,17,"Mijira",NA,NA,"Traditional","0",15267,1,0,0,0,0,15267,0.898058823529412,436.2,25.6588235294118,953.977873262918,56.116345486054,20.2841472179531,1.19318513046783,588.483708213567,34.6166887184451,461.024442733937,27.1190848667022,37.1994177678796,2.18820104516939
"1307","QQDWM0658Q","2014-06-09","Kenya","Jimbo",NA,NA,"Ali Shilingi","ZRFKP4738B",1,7,7,"Mijira",NA,NA,"Traditional","0",9000,0.555555555555556,0,0,1800,0.111111111111111,16200,2.31428571428571,261.6,37.3714285714286,744.759009685955,106.394144240851,16.6400933389285,2.37715619127551,441.303759831373,63.0433942616248,384.483853791547,54.9262648273639,41.0574686206239,5.86535266008913
"1308","ALROU5705F","2014-02-09","Kenya","Jimbo",NA,NA,"Ali Shilingi","QDDPD2089L",1,5,5,"Kichwa mtu",NA,NA,"Traditional","0",4200,1,0,0,0,0,4200,0.84,168,33.6,367.41926343001,73.483852686002,7.81232630127493,1.56246526025499,226.651221870425,45.3302443740849,177.560995826001,35.5121991652001,14.3271485213291,2.86542970426583
"1309","KRFBT6856I","2014-09-09","Kenya","Jimbo",NA,NA,"Ali Shilingi","WPFHC6711R",1,4,4,"Mbayani",NA,NA,"Traditional","0",0,0,0,0,0,0,13440,3.36,165.2,41.3,468.688420368448,117.172105092112,5.63716882672531,1.40929220668133,1008.59358973646,252.148397434116,549.311695434941,137.327923858735,10.0864166397449,2.52160415993623
"1310","WBTFW4918C","2014-04-09","Kenya","Jimbo",NA,NA,"Ali Shilingi","VUHKD7329H",1,5,5,"Minyani",NA,NA,"Traditional","0",9160,0.476834981780323,0,0,10050,0.523165018219677,19210,3.842,374.8,74.96,1483.44292192451,296.688584384903,21.5848593827768,4.31697187655535,607.951487857989,121.590297571598,471.821449714828,94.3642899429655,45.0879091253608,9.01758182507216
"1311","CYYDH8857K","2014-10-21","Kenya","Jimbo",NA,NA,"Ali Shilingi","MPMXQ9929D",1,6,6,"Mijira",NA,NA,"Traditional","0",34650,1,0,0,0,0,34650,5.775,770,128.333333333333,1684.00495738755,280.667492897924,35.8064955475101,5.96774925791835,1038.81810023945,173.136350039908,813.82123086917,135.636871811528,65.6660973894252,10.9443495649042
"1312","XDGDW7930O","2014-10-21","Kenya","Jimbo",NA,NA,"Ali Shilingi","ZCCKH6976R",1,9,9,"Mijira",NA,NA,"Traditional","0",0,0,0,0,0,0,1825,0.202777777777778,73,8.11111111111111,224.822200573577,24.9802445081752,4.00248947492011,0.444721052768902,161.990770715104,17.9989745239005,199.071635229881,22.1190705810979,8.68322946426537,0.964803273807263
