"Species","Family","FishGroups","EnglishName","KiswahiliName","Bycatch","Price_KSHPerkg","FunGr_Diet","Lmat_cm","Lopt_cm","Linf_cm","SizeCategory","Diet","Mobility","Active","Schooling","Position","Calcium_mgPer100g","Calicum_L95","Calcium_U95","Iron_mgPer100g","Iron_L95","Iron_U95","VitaminA_ugPer100g","VitaminA_L95","VitaminA_U95","Selenium_ugPer100g","Selenium_L95","Selenium_U95","Zinc_ugPer100g","Zinc_L95","Zinc_U95"
"Chaetodon selene","Chaetodontidae","Butterflyfishes","Yellow-dotted butterflyfish","Kitatange","Yes",80,"Invert-Micro",8.28462022115478,9.03050790143304,13.9345513902065,"S3","Mobile Inverts","Sed","Day","Pair","Bottom",95.4570448991257,57.1684060553857,162.683002739192,0.895658502326703,0.586098120536986,1.4370602806379,35.0744558491128,11.0892002487088,116.554646625453,29.4393361263483,16.2530997991411,55.9609757126346,1.49620833893635,1.00578645094508,2.19999158495721
"Scarus frenatus","Scaridae","Parrotfishes","Bridled parrotfish","Kangu","No",120,"Scrapers/Excavators",21.9830465402807,28.8487857080101,33.0151119799713,"S4","Omnivorous","Mob","Day","Sol","Bottom",40.5755330305725,26.8498921134062,63.4039632799622,0.875104323820618,0.600228555881822,1.32603066245555,16.818947267521,5.33774526332635,54.9461050719156,21.6614820087724,14.3572336476427,33.7950514271296,2.22986165744882,1.63437857972429,2.93271147711543
"Gerres oyena","Gerreidae","Grunters","Blacktip mojarra","Chaa","Yes",NA,NA,10.4227028864917,12.3467109745527,19.8376312379237,"S3","Mobile Inverts","VMob","Night","MedG","Low",92.7483034096052,44.1573609872893,186.96483628024,1.18696385990525,0.573643283776366,2.20570879474707,30.9153974387932,6.70174517624663,124.058205281191,40.0833774781821,18.7908014341222,86.9721557625376,1.87037482029897,1.14083203734839,2.92654433748847
"Acanthurus nigrofuscus","Acanthuridae","Surgeonfishes","Elongate surgeonfish","Ngudu","Yes",120,NA,12.0921464127679,12.0547311374926,17.1687377149652,"S3","Herbivorous detritivorous","Sed","Day","SmallG","Bottom",90.1286942216554,29.0404374166048,216.031282597162,1.00928197980354,0.388589400638271,2.64009167151178,27.5145689289784,7.16167255268176,102.927679671541,17.8830681418228,6.24606786711156,50.8067605291363,2.80781005533009,0.878165683062285,5.3859969503179
"Lutjanus sebae","Lutjanidae","Snappers","Emperor snapper","Fwatundu","No",200,NA,45.3069426737103,65.9498808936741,89.6554035331165,"S6","Carnivorous","Mob","Night","SmallG","Low",16.1949002932555,5.93163177080562,38.7679331041011,0.330974661196918,0.16308008351631,0.770455360188819,199.562386000585,27.6998977115231,1140.58513915054,69.7539854546593,25.6397032775654,179.124364433619,0.415237018923164,0.230115050859228,0.764479791587881
"Epinephelus fuscoguttatus","Serranidae","Groupers","Brown-marbled","Kivungwi","Yes",200,"Piscivore",47.426573756048,59.4832276745138,92.8839311372032,"S6","Carnivorous","Mob","Both","Sol","Bottom",16.6121275771159,8.47561947153645,36.913399672072,0.390894890122716,0.215645491568944,0.819081318513284,129.436590472354,38.261620192057,455.341186973799,47.5402815928254,26.9691892043613,83.1686531513188,1.01905767843837,0.637489858599542,1.55423834915283
"Chlorurus strongylocephalus","Scaridae","Rabbitfishes","White spotted rabbitfish","Pono","No",120,NA,24.1074080167991,33.0882511492713,39.9974638101999,"S5","Omnivorous","Mob","Day","SmallG","Bottom",22.7406027485067,8.61011096708595,61.3230853392706,0.522595512737268,0.213623051076636,1.4092375520485,19.7503324561705,6.17266364523581,62.8144498255721,44.998733169869,15.5007533411606,134.865827386915,2.04933087678287,0.816141212993008,3.80439484160142
"Neoglyphidodon melas","Pomacentridae",NA,NA,"Nyungune?","Yes",80,"Invert-Micro",8.78294823861601,10.1564709715098,15.6867187872922,"S3","Omnivorous","Sed","Day","Sol","Bottom",71.0099353331632,44.2300245834035,110.324271464276,0.638357885242842,0.410680392389488,1.03303638678395,88.3689589237948,28.3439976055655,255.14311857112,25.276209362539,14.470633964258,46.3229727454092,1.30801736923106,0.893067510703975,1.89509613532585
"Cephalopholis spiloparaea","Serranidae","Groupers","Strawberry grouper","Kikokwe","Yes",200,"Piscivore",15.1793273251231,16.2476535340908,25.5098326439898,"S4","Carnivorous","Sed","Both","Sol","Bottom",61.0128177671127,34.7196219359633,105.725145264955,0.706616043661194,0.382392572536854,1.2206522762426,162.635835406893,59.9923080053071,492.341048779838,36.9294019159178,20.7627454088068,63.1599632713026,0.868541791278641,0.609412158079683,1.45853319930105
"Bodianus axillaris","Labridae","Bony Fishes","Axilspot hogfish","Mbono","No",160,"Invert-Micro",15.0189624185831,17.4477716233074,28.2070269166555,"S3","Mobile Inverts","Mob","Day","Sol","Bottom",69.1342434649656,42.6115543456742,130.107935005489,0.671408848791345,0.396493474548863,1.14018739672168,116.11446872926,39.9834238782394,363.772734429131,31.2228255549411,18.2218175356843,50.4911652398362,1.65924619625638,1.15527114805454,2.92140517367502
"Acanthurus tennentii","Acanthuridae","Surgeonfishes","Leutenant surgeonfish","Ngudu","Yes",120,NA,17.9519505170744,18.5003455532661,26.2248245519282,"S4","Herbivorous detritivorous","Mob","Day","SmallG","Bottom",66.3472620810826,21.4184703400229,157.918901492809,0.876754347137712,0.340787149040901,2.23221953052555,25.8472502305459,6.5394955506597,94.7752048907451,19.2104240897424,6.81593888139689,54.6439754034575,2.52230843773173,0.796167121050514,4.85603964708606
"Tetrosomus gibbosus","Ostraciidae",NA,NA,"Kikande","Yes",0,"Invert-Micro",19.0749683029736,20.4815368358386,35.6931336014697,"S4","Omnivorous","Mob","Both","Sol","Bottom",58.4130609696894,22.9751416830034,124.10242024347,0.61280858416797,0.373589865391676,1.20896973251076,58.7360481695637,18.2314016086415,189.703147861204,31.9314132472627,16.5759026746459,67.549920146006,1.12333470103288,0.732612357520629,1.71841025002538
"Lethrinus","Lethrinidae","Emperors",NA,"Changu","Yes",200,NA,19.0749683029736,20.4815368358386,35.6931336014697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gymnothorax flavimarginatus","Muraenidae",NA,NA,"Mkunga","Yes",NA,"Piscivore",67.2192311713158,85.8739026081476,148.48255534498,"S6","Carnivorous","Sed","Night","Sol","Bottom",17.1706579516846,8.89115331254879,31.5071383040991,0.278099510391954,0.145686740858485,0.505012021186542,55.6519519029218,14.2516216982019,197.738710617895,59.167905291993,30.8641074040798,124.587705167459,0.700239767217241,0.4616035467784,1.01996917852254
"Scarus","Scaridae","Parrotfishes",NA,"Pono","Yes",120,NA,67.2192311713158,85.8739026081476,148.48255534498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paracanthurus hepatus","Acanthuridae","Surgeonfishes","Flagtail surgeonfish","Ngudu","Yes",120,"Planktivore",19.1916344735735,20.7128449006288,28.7496763889147,"S4","Herbivorous detritivorous","Sed","Day","MedG","Bottom",47.6141933832974,26.3946608232791,81.3625289446224,0.68416896416865,0.398910592333268,1.13869689332966,74.7915708707513,25.1709530259687,227.616406178796,29.0935017121949,14.7365399309736,55.1166552312561,1.00372285198091,0.600626029036334,1.54119873371059
"Myripristis berndti","Holocentridae","Squirrelfishes","Bigscale soldierfish","Kijame","Yes",NA,"Planktivore",19.5800548478535,18.3728438832921,33.2227256830864,"S4","Planktivorous","Mob","Night","SmallG","Low",62.8036203720338,27.7644995341226,154.198893956864,0.800605647385336,0.410027947464133,1.45381453586566,89.5283047763335,38.0669963432751,216.69187721784,39.1702592030423,21.9340168974675,65.2205487626139,1.12445016865789,0.687959829350118,1.81482737311122
"Naso hexacanthus","Acanthuridae","Surgeonfishes","Blacktoungue unicornfish","Sange","Yes",120,"Planktivore",27.7485721736853,31.238332874251,42.6240164827331,"S5","Planktivorous","VMob","Day","LargeG","High",32.6316402828694,15.1806078981568,68.4936017346814,0.76311876775379,0.395306865838762,1.46705027395074,76.3848950977036,21.3790027710675,272.544938877885,39.2126594060995,16.7474110346366,85.5233524673963,1.22133918362363,0.739413794770516,1.99083009181721
"Gymnocranius grandoculis","Lethrinidae","Emperors","Blue lined large eye bream","Changu","No",200,"Pisc-Macro-Invert",30.0739082550295,36.8917011147937,56.1033531994005,"S5","Mobile Inverts","Mob","Night","Sol","Bottom",31.1156227607013,18.002315016463,54.8476908383506,0.461547957293029,0.288074827305593,0.742311325201784,45.1083258239943,13.7511613782221,122.320891782736,47.2303703734744,28.1330082718559,75.861728734656,0.925735110885513,0.637502901401175,1.30726434561003
"Coris formosa","Labridae","Wrasses","Queen coris","Timbati","Yes",160,"Invert-Macro",13.2668096797388,14.7232589651582,27.0695646250134,"S5","Mobile Inverts","Mob","Day","Sol","Bottom",28.5448827209636,3.09833461741939,77.0294306405747,0.493860488471396,0.29518412878859,0.841010951389715,72.7875132408844,24.5235721495548,224.203463204799,39.9184708256032,16.2531787596938,107.693024006729,1.70858697185505,0.805259181733875,3.03078915478104
"Naso thynnoides","Acanthuridae","Surgeonfishes","Singlespine unicornfish","Kuranzi","Yes",120,"Planktivore",23.5045674039518,26.0292485858785,35.7258179475271,"S4","Planktivorous","VMob","Day","MedG","High",46.0674759408333,26.4521280405504,80.7763772689469,0.603191103749106,0.337370144773153,0.946047422892139,50.3782888770388,20.7621390936184,119.74542253238,37.6038687913846,21.7999642473741,59.5318386144587,1.26515878241658,0.792013041002916,1.79242267154335
"Scarus festivus","Scaridae","Parrotfishes","Parrotfish","Pono","Yes",120,"Scrapers/Excavators",21.2019595515219,29.6403145749041,35.7955865289913,"S4","Omnivorous","Mob","Day","Sol","Bottom",54.093168164821,25.9326949481994,112.087420499344,0.987585096356347,0.522737909328075,1.88871248490049,27.1820768592078,6.15959240313347,117.79351333355,20.0492220817254,8.21444635174607,50.5286646118422,3.1794913463679,1.98069923529411,5.03253956299047
"Caesio xanthonota","Caesionidae","Fusiliers","Yellowtop fusilier","Unua","Yes",NA,"Planktivore",15.2988214397086,17.595624176779,27.1101494035861,"S4","Planktivorous","VMob","Day","LargeG","High",45.7337007496309,28.9882910208553,83.3014928195363,0.772398748121778,0.530311289621841,1.08350307055321,71.7079261905725,31.5258737539352,163.933891499345,40.2582396996861,23.6807521364593,61.8170961024162,1.07218503449428,0.802721663661218,1.42763685525597
"Priacanthus hamrur","Priacanthidae",NA,NA,"Batani","Yes",NA,"Invert-Micro",18.9733926482528,21.0472991501513,36.5241388315397,"S4","Mobile Inverts","Mob","Night","SmallG","Low",53.2671098644405,31.6131787436677,86.15818581971,0.624070195058165,0.409454393044551,1.03218987270302,31.4766636047336,10.1625632456462,94.793998337656,37.5467025340262,21.4361248988831,68.7985759597524,0.998375840081853,0.685077794877558,1.44423304469867
"Naso unicornis","Acanthuridae","Surgeonfishes","Bluespine unicornfish","Sange","Yes",120,"Browser",24.618546359085,27.7222525653315,38.3780016824062,"S5","Macroalgal herbivorous","Mob","Day","SmallG","Bottom",33.3956313548277,17.8056628747758,57.7495640495663,0.624254744639288,0.352542075422427,1.04591448974375,13.3670947520366,3.58052528866827,47.8273381231804,41.4923576142778,19.6660899922826,85.3416591515544,1.06908309765387,0.625087580666829,1.67940347337882
"Acanthurus dussumieri","Acanthuridae","Surgeonfishes","Eyestripe surgeonfish","Kangaja","No",120,"Grazer",20.2214560897412,21.1548944402474,30.0459769753706,"S5","Herbivorous detritivorous","Mob","Day","SmallG","Bottom",45.309964273365,14.3443198251976,105.574301566849,0.745123017127619,0.289909105139981,1.89038452963318,21.0123170004094,5.30787092783031,79.0578728689267,21.7642756405509,7.83433443063242,63.6285961411602,2.17017657826612,0.682502796208228,4.16482552763611
"Cantherhines sandwichiensis","Monacanthidae",NA,NA,"Matune","Yes",80,"Invert-Micro",10.0772217452913,10.1700721553038,17.6556603074339,"S3","Omnivorous","Mob","Day","Sol","Bottom",37.3489520684057,14.1851524022276,150.059366250019,1.08801456057672,0.385189392576956,3.18463508782094,49.6838328713368,14.7788249555916,164.431628066739,36.4426834038272,13.2995782417118,108.369842074931,1.91540635428554,0.772179700157393,3.50334405372851
"Novaculichthys taeniourus","Labridae",NA,"Rockmover wrasse","Timbati","Yes",160,"Invert-Macro",13.2418963871583,15.2321998108832,24.4502417463219,"S4","Mobile Inverts","Mob","Day","Sol","Bottom",53.0556198479719,32.6375492611302,94.6548583835916,0.619344203712128,0.372869712946514,1.02880151423855,89.1424085064763,31.3957727972903,272.305919599276,34.8772865880578,20.7655814824338,54.4949809603817,1.50021040842697,1.05900717241189,2.62200516926312
"Naso tuberosus","Acanthuridae","Surgeonfishes","Humpnose unicornfish","Sange","Yes",120,"Grazer",21.6276283982893,23.7194089066774,32.6331059180975,"S5","Macroalgal herbivorous","VMob","Day","MedG","High",46.4622095001768,21.7148978159596,91.0729326265834,0.894627572523899,0.456488117455703,1.63564286789841,23.783395891583,5.7771324062678,95.4083353302324,42.2169206379272,18.4307485162505,95.4311412939904,1.71536814837596,1.01014182058709,2.71045094713691
"Coris","Labridae",NA,NA,"Timbati","Yes",160,NA,21.6276283982893,23.7194089066774,32.6331059180975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carcharhinus melanopterus","Carcharhinidae",NA,NA,"Papa","Yes",NA,"Piscivore",134.503504453358,133.163468584387,213.656776438162,NA,NA,NA,NA,NA,NA,8.96657933084651,1.22337830748381,35.0542480335253,0.864816527214503,0.230832971208949,2.85628973224894,37.1476774209594,8.62377369844992,147.459507775063,16.8894023695897,3.07853872478043,56.3431459743554,0.561520602850951,0.250573260836795,1.28724953644645
"Myripristis","Holocentridae","Squirrelfishes",NA,"Kijame","Yes",NA,NA,134.503504453358,133.163468584387,213.656776438162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cantherhines","Monacanthidae",NA,NA,"Matune","Yes",80,NA,134.503504453358,133.163468584387,213.656776438162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caesio caerulaurea","Caesionidae","Fusiliers","Scissor-tailed fusilier","Unua","Yes",NA,"Invert-Micro",15.2988214397086,17.595624176779,27.1101494035861,"S4","Planktivorous","VMob","Day","LargeG","High",51.2355932507806,32.1797014166175,95.3789358491529,0.815475153488967,0.554177740674559,1.14934787146048,72.5010741834938,31.7219659235536,165.787026242317,39.3772870021518,23.354503047601,61.6427999275167,1.11075653966984,0.828126919726284,1.48503903194955
"Epinephelus multinotatus","Serranidae","Groupers","White-blotched grouper","Kivungwi","Yes",200,"Piscivore",38.2266811940245,46.2730356605234,71.3981989538381,"S6","Carnivorous","Mob","Both","Sol","Bottom",20.7558290768002,10.7601638547717,45.6665985134875,0.463973775809627,0.251425502037241,0.956253782425711,99.9077110637182,28.7901407749655,354.004774120292,48.1746949324035,27.9573999481248,84.6081994011292,1.10194795809904,0.692583133201573,1.67637293675601
"Ostracion meleagris","Ostraciidae","Trunkfishes","Spotted trunkfish","Fute","Yes",0,"Invert-Micro",19.0749683029736,20.4815368358386,35.6931336014697,"S3","Sessile Inverts","Mob","Day","Sol","Bottom",59.7824437200977,22.5931273811822,123.813697270845,0.677793197729379,0.427411304624192,1.31374221810248,46.9442591433075,13.6535065160193,155.379883439227,31.5143816903008,16.0722428752138,64.5345163605284,1.31870006277544,0.852020165045488,2.0515299948996
"Caranx sexfasciatus","Carangidae","Bigeye trevally","Jacks","Kambisi","Yes",NA,"Pisc-Macro-Invert",31.4250372035686,36.6031122717715,69.9027351696738,"S6","Mobile Inverts","VMob","Both","MedG","High",17.2060872364873,7.17052837999333,39.0883745738179,0.37889400320163,0.190163389926569,0.761764821160312,83.8976447090992,22.568147867046,299.345738989077,49.3188921811781,18.0118490082766,137.733758699415,0.582310820907377,0.37117148080409,0.965248279453189
"Chaetodon meyeri","Chaetodontidae","Butterflyfishes","Meyer's butterflyfish","Kitatange","Yes",80,"Invert-Micro",8.28462022115478,9.03050790143304,13.9345513902065,"S3","Sessile Inverts","Sed","Day","Pair","Bottom",83.9533042839997,50.9116953894586,137.777615247091,0.760571160195755,0.502717177923139,1.25433511089535,45.7074937427797,15.0933249624097,140.227028151611,29.947988205299,16.9215868458543,55.0909655160827,1.29358918624397,0.884259946106296,1.87558649788177
"Pterois miles","Scorpaenidae","Scorpionfishes","Lionfish","Chale","Yes",NA,NA,16.3429974242448,18.0144992748766,30.1629624142326,"S4","Carnivorous","Sed","Night","Sol","Low",43.9363529285635,22.2023222591643,101.687470587871,0.542950693161188,0.264527049724846,1.05562784028058,279.815675418008,96.3695967672222,830.061865471719,34.2411315600548,15.7523474278565,77.5774965758072,0.973472716839159,0.644006130946482,1.49474984857333
"Parupeneus","Mullidae",NA,NA,"Mkundaji",NA,160,NA,16.3429974242448,18.0144992748766,30.1629624142326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lutjanus boutton","Lutjanidae","Snappers","Golden-lined snapper","Tembo","Yes",200,"Pisc-Macro-Invert",25.8759537166837,35.3502503795257,50.0796101619715,"S4","Mobile Inverts","Mob","Night","MedG","Low",36.4256738031401,22.5833342379698,57.5275246084918,0.445924969000094,0.284460336015415,0.730128575792738,202.789835090953,40.9309314790647,711.441190716826,68.0170837536021,39.0092247066982,118.167207753487,0.51089620961207,0.3603542583371,0.877710400371395
"Variola louti","Serranidae","Groupers","Lyretail grouper","Kikokwe","Yes",200,"Piscivore",32.0674187759478,37.3054759290492,60.1885698023548,"S5","Carnivorous","Mob","Day","Sol","Bottom",26.292788304304,15.0070515075111,45.4949173924833,0.479331623530528,0.29245379194047,0.765659681696684,117.590972932159,43.2356131525232,351.493133238648,44.1787656341166,25.4856110283975,73.2018338414656,0.773951479520271,0.531954797820028,1.12848257973827
"Acanthurus","Acanthuridae",NA,NA,"Ngudu","No",120,NA,32.0674187759478,37.3054759290492,60.1885698023548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gnathodentex aureolineatus","Lethrinidae","Emperors","Goldspot seabream","Chengo","No",200,"Invert-Micro",23.311005164448,27.5742467830575,41.3971845463537,"S4","Mobile Inverts","Mob","Night","LargeG","Bottom",60.0859174109208,34.1640313263459,115.038727478512,0.59777201042745,0.366245682191759,0.980138849258164,69.1658328252939,20.9666104175505,192.440577315329,36.6349124976378,21.5628792199323,60.2984738323687,1.23310573669929,0.831763921614538,1.7320281516041
"Wetmorella","Labridae",NA,NA,"Nzumari","Yes",160,NA,23.311005164448,27.5742467830575,41.3971845463537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Upeneus sulphureus","Mullidae","Goatfishes","Sulphur goatfish","Mkundaji","No",160,NA,10.5514865084767,11.5374104265423,19.5626895284001,NA,NA,NA,NA,NA,NA,298.576115274434,151.272839677531,533.455485425245,1.42408359441708,0.684707661546821,2.77477533650361,16.7218148778429,6.10799122904883,54.7652947655323,65.4812756098908,31.8804918587734,133.198931627283,1.599550288329,0.898427962085852,2.36998862383954
"Pomacanthus imperator","Pomacanthidae",NA,NA,"Soya","Yes",160,"Invert-Micro",23.7917569896446,28.1696811958262,38.7523029292634,"S4","Sessile Inverts","Sed","Day","Sol","Bottom",27.6651274727447,14.8509354920882,48.2333583054828,0.412865202473836,0.244244175752782,0.720123998776737,95.0640663917174,22.7065659420403,371.637312512427,26.6452657466529,13.14197858551,53.976172259309,1.15723041836344,0.723825131412934,1.80580467097707
"Nebrius ferrugineus","Ginglymostomatidae",NA,NA,"Papa wa usingizi","Yes",NA,"Pisc-Macro-Invert",191.568209055156,219.097103694721,328.932168299572,NA,NA,NA,NA,NA,NA,10.2442451563766,1.67594187352552,33.3365798418292,0.383664474588315,0.116030839833631,1.09222604781168,34.3008086904696,12.571960158864,91.4568949627151,46.9000645749556,12.6794853289197,130.233310350647,0.537539012613534,0.251641069536459,1.26055622965431
"Chaetodon nigropunctatus","Chaetodontidae","Butterflyfishes","Black spotted butterflyfish","Kitatange","Yes",80,NA,8.28462022115478,9.03050790143304,13.9345513902065,"S2","Sessile Inverts","Sed","Day","Pair","Bottom",116.854273572606,66.8176153476011,207.530750049129,0.850612317485154,0.541154398666551,1.51576951075404,53.3481519851537,16.9849036885696,172.259484013807,28.0063217875096,14.5667850769325,56.2939018001821,1.36787289543627,0.909593781278503,2.04077945737787
"Rhinoptera javanica","Dasyatidae","Rays","Flapnose ray","Taa","No",NA,NA,58.6322903401699,68.2060960340835,108.594643680609,NA,NA,NA,NA,NA,NA,14.9575352513584,1.81359981531196,81.3086530125504,0.544319473907888,0.0937363710222154,2.12597483876124,29.4884739567336,5.59499490469273,154.860036553309,33.168081534036,7.39703315983365,141.958391001816,0.962517274778098,0.24908016936318,3.76989833018914
"Lethrinus erythracanthus","Lethrinidae","Emperors","Orange fin emperor","Changu","No",200,NA,25.6973100161148,30.2053797134728,44.237265593614,"S5","Mobile Inverts","VMob","Night","Sol","Bottom",31.9681451479174,22.0203900940415,44.5770446941123,0.775321842751878,0.550368997859207,1.08236719851905,17.1180683950632,4.31125314439741,95.3734211833218,52.4724287082397,35.1786350799547,79.4190117428857,2.0099370050633,1.44559467816962,2.64682386093148
"Plectorhinchus gibbosus","Haemulidae","Sweetlips","Gibbus sweetlips","Fute","No",160,NA,34.0233529215092,38.9062663928778,64.8229011060644,"S5","Mobile Inverts","Mob","Day","SmallG","Bottom",37.1064035912483,17.801053238483,83.4586844118023,0.592113799315795,0.298906746370428,1.28549125256082,53.9869298838033,13.7659579822034,195.05130727053,35.0874526273572,14.7165377388911,86.0699667793274,1.10090161941711,0.599029001009004,1.86667398553102
"Scarus falcipinnis","Scaridae","Parrotfishes","Greenbelly parrotfish","Pono","No",120,NA,21.2019595515219,29.6403145749041,35.7955865289913,"S5","Herbivorous detritivorous","Mob","Day","SmallG","Bottom",29.4198542238224,19.2716837770758,47.1312775146987,0.728041837034815,0.500766821411611,1.05321781745627,20.9868458813956,6.56288125950517,66.391774391295,21.3661292496251,13.8374799674814,33.9142570827076,2.08477058371433,1.52079025405093,2.75909274112809
"Macolor niger","Lethrinidae","Snappers","Black snapper","Changu","No",200,NA,33.3863245245344,45.0889806688204,66.6026611464178,"S5","Planktivorous","Mob","Both","MedG","High",32.2199077115074,18.7786091404857,55.8978714082482,0.454623668962558,0.259653275293164,0.723945347045467,65.8132631101282,24.2702380197656,185.803178830357,45.323671663523,26.1917075072038,74.1773836106361,0.933289354813733,0.606438742500164,1.32863634036157
"Lutjanus rivulatus","Lethrinidae","Snappers","Scribbled snapper","Changu","No",200,NA,32.6575278933309,46.4988149335169,66.673629581795,"S5","Carnivorous","Mob","Night","Sol","Low",22.8368190900084,14.3074266610313,32.7150448047535,0.274800227184641,0.188816952530933,0.430551842291366,135.500572554333,27.776917645768,367.265934759141,82.5410734913429,58.3675948881078,112.775634799405,0.43643541478759,0.330372492436851,0.700930567650287
"Acanthurus blochii","Acanthuridae","Surgeonfishes","Ringtail surgeonfish","Kangaja","Yes",120,NA,22.0704403391758,23.2819484984699,32.9002106935556,"S4","Herbivorous detritivorous","Mob","Day","SmallG","Bottom",47.1875780971831,15.0080499220984,110.015771954142,0.732889687091034,0.286525857411144,1.78595090990714,27.5744438378257,6.90350150807567,106.944389256754,19.7637306027541,7.17134955350306,59.4674882566744,2.28221620775195,0.722939358393486,4.3622292923424
"Lutjanus carponotatus","Lutjanidae","Snappers","Spanish flag, stripey","Tembo","No",200,NA,31.788259318451,43.6385378810965,57.3246401152484,"S4","Carnivorous","Mob","Night","MedG","Low",30.912918115434,18.7415328788124,47.3847524825452,0.397128778166029,0.257785326738934,0.6325945864492,242.700944757441,49.6766538841987,810.061614963952,67.1976173500938,38.8784383968077,113.727434702378,0.485140439056426,0.346367164069226,0.811638922105648
"Mugil cephalus","Mugilidae","Mullets","Flathead grey mullet","Mkizi","No",NA,NA,31.6942866650589,41.2470358630793,59.8453880810529,NA,NA,NA,NA,NA,NA,208.840810917571,89.7062419199688,396.283835271192,7.18062681910902,1.96130149002513,14.2126713074684,6.64741247715871,1.40737189496482,27.8974434569349,83.599131438862,39.0995933667354,175.455817179629,3.12027410215813,1.33088189835822,5.37359934080945
"Rastrelliger kanagurta","Albulidae","Mackerals","Stripped mackeral","Pandu","No",NA,NA,17.8810537624884,14.6085233694747,28.9743520112947,"S4","Planktivorous","VMob","Both","LargeG","High",204.103128233893,58.9748199868923,513.472202327687,2.9718359541515,1.54014640401483,5.98820310656872,19.1861110021156,4.44568777611985,82.6244056461541,47.032882614764,15.739995525135,147.371458332058,1.18931516459368,0.61572301535671,3.21432953892582
"Lethrinus microdon","Lethrinidae","Emperors","Smalltooth emperor","Changu domo","No",200,NA,33.2742955181453,39.4242291813462,59.8188794842972,"S5","Carnivorous","VMob","Night","SmallG","Bottom",31.1774582164801,21.6551730337149,43.5332050173709,0.731777442471949,0.525517952797481,1.02170804847296,18.0339340115596,4.5985603156537,101.823428255637,54.5556912175401,37.1232972296967,82.4655797824989,1.82168108160142,1.31282629729905,2.4289601200105
"Pomadasys commersonnii","Pseudochromidae","Grunters","Small spotted grunter","Paa mamba","No",NA,NA,35.5090176482175,39.9610040712712,75.7907600127604,"S5","Mobile Inverts","VMob","Both","SmallG","Bottom",47.8411025066803,24.3508017841268,94.0813494375351,0.799652109903974,0.41265338740108,1.43464226946969,35.8527526712514,11.2007347845729,111.616332319309,48.0559399094436,21.295777477934,102.352068636549,1.25296057263914,0.742670735462195,1.94024129819635
"Plectorhinchus picus","Haemulidae","Sweetlips","Spotted sweetlips","Shororo","No",160,NA,33.5815774040757,38.3335970835207,63.8261249504853,"S5","Mobile Inverts","Mob","Day","Sol","Bottom",30.1569008086463,17.9128318541525,52.1307001462073,0.46929920681685,0.278341978686414,0.787902690741094,57.1173591501733,23.6971842276068,127.598493571466,45.710470874661,26.212137397421,77.4694181581166,0.88204329676596,0.536378218819632,1.26236924525948
"Lethrinus conchyliatus","Lethrinidae","Emperors","Redaxil emperor","Ndomo","No",200,NA,25.9315080702118,30.6794514901359,45.0745822011526,"S5","Mobile Inverts","Mob","Night","Sol","Bottom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plotosus lineatus","Plotosidae","Eelfishes","Striped eel catfish","Ngogo","Yes",NA,NA,15.2670571893926,17.980079464886,29.3473938104726,"S4","Mobile Inverts","Mob","Night","MedG","Bottom",79.9301590923906,37.1916243054319,180.302019702157,0.857075647127783,0.502841005082646,1.48313560120234,92.9388594584526,26.4955598697834,315.224180798319,36.0331284856212,16.7702336218065,81.3438545128219,1.57605814891922,1.02043713475113,2.34531018353697
"Mulloidichthys vanicolensis","Mullidae","Goatfishes","Yellowfin goatfish","Mkundaji","No",160,NA,17.758465869243,20.3441032993201,35.4456145863067,"S4","Mobile Inverts","Mob","Day","MedG","Bottom",61.3791175505859,33.8180193859138,129.252343808585,0.653043429873817,0.348820839176721,1.06832057018929,47.0507250572506,16.8732475950278,161.976311486441,43.282453743755,24.5816882313833,70.5949595041956,1.09535227722265,0.589235682172879,1.56623331735134
"Lutjanus kasmira","Lutjanidae","Snappers","Blue stripped snapper","Tembo","No",200,NA,20.8717035454949,27.9891175090054,39.6562062335007,"S4","Mobile Inverts","Mob","Night","LargeG","Low",31.2682991894668,19.7888920275698,43.6847804591547,0.300277029801578,0.199606671636847,0.473089109953703,232.66953055924,46.3072819135665,637.834197245345,64.2642206998134,46.2120938196735,89.0050650421597,0.539621666569009,0.407973283639323,0.870773344943771
