"TripID","Date","Country","Site","Latitude","Longitude","Observer","Fisher","TotalCrew","TrapsOwned","TrapsFished","TrapLocation","Depth_m","SoakTime_Days","TrapType","GapSize_cm","B.undulatus","BrowserMass_g","BrowserMassRatio","ScraperMass_g","ScraperMassRatio","GrazerMass_g","GrazerMassRatio","PredatorMass_g","PredatorMassRatio","TotalCatch_g","LowNoCatch","CPUE_kgPerTrap","CPUE_DistFromMean","TotalValue_KSH","ValuePUE","MeanLLmat","MeanLLopt","MeanTrophLevel","MeanVulnerability","MTC_degC","FECount","FRic","FEve","FDiv","TotalCa_mg","CaPUE","CaConc_mgPer100g","CaPrice_KSHPermg","TotalFe_mg","FePUE","FeConc_mgPer100g","FePrice_KSHPermg","TotalOmega3_g","Omega3PUE","Omega3Conc_gPer100g","Omega3Price_KSHPerg","TotalProtein_g","ProteinPUE","ProteinConc_gPer100g","ProteinPrice_KSHPerg","TotalVA_ug","VAPUE","VAConc_ugPer100g","VAPrice_KSHPerug","TotalSe_ug","SePUE","SeConc_ugPer100g","SePrice_KSHPerug","TotalZn_ug","ZnPUE","ZnConc_ugPer100g","ZnPrice_KSHPerug"
"NZYMB3560H",2016-09-07,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","SMHRG7733V",1,1,1,"Vanga",NA,"1","Gated","4","No",0,0,0,0,0,0,0,0,7000,"Catch",7,0.4998,132,132,0.717558664847464,0.615335922298217,3.71142850603376,25.1785714285714,27.9569696969697,26,0.191892493959011,0.300129,0.675433822403749,482.091090727134,482.091090727134,6.8870155818162,0.27380717573707,7.87016096482198,7.87016096482198,0.112430870926028,16.7722109611243,1.48039171748484,1.48039171748484,0.0211484531069263,89.1655893781045,130.44188199057,130.44188199057,1.86345545700815,1.01194492126035,165.495663534307,165.495663534307,2.36422376477582,0.797603980557691,309.105464875695,309.105464875695,4.41579235536708,0.427038713317744,17.7023371383563,17.7023371383563,0.252890530547946,7.45664253077585
"MIQCJ3037Y",2016-09-07,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","LZZQI5769G",1,1,1,"Vanga",NA,"1","Gated","4","No",0,0,0,0,0,0,0,0,3330,"Catch",3.33,0.2865,74,74,0.581211191946646,0.45370648009297,3.69444443914625,52.4766666666667,27.5610810810811,26,0.191892493959011,0.300129,0.675433822403749,128.879837801753,128.879837801753,3.87026539945203,0.574178252100452,2.49577139999933,2.49577139999933,0.07494809009007,29.6501514521802,0.618522393216763,0.618522393216763,0.0185742460425454,119.639969080418,72.3445488845171,72.3445488845171,2.17250897551102,1.0228828728772,193.842856675104,193.842856675104,5.82110680706017,0.381752525057088,203.347018273875,203.347018273875,6.10651706528152,0.363909934004217,6.0015465964548,6.0015465964548,0.180226624518162,12.3301550376553
"BRONO2773F",2016-09-07,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","WIHRD7660O",1,1,1,"Vanga",NA,"1","Gated","4","No",0,0,9297,1,0,0,0,0,9297,"Catch",9.297,0.992,372,372,1.68971771020059,1.22469131397384,2,36.1,28,26,0.191892493959011,0.300129,0.675433822403749,1002.61515899005,1002.61515899005,10.7842869634296,0.37091001134932,28.3091302422466,28.3091302422466,0.304497474908536,13.1363979330256,5.15378479692185,5.15378479692185,0.055434923060362,72.1566799261988,546.955210539802,546.955210539802,5.88313660901153,0.679909420065646,709.780583053269,709.780583053269,7.6345120259575,0.523936564170692,670.3988756288,670.3988756288,7.21091616251263,0.554714534166239,79.8699744570909,79.8699744570909,0.859094056761223,4.65606759646314
"XJROK1245V",2016-09-10,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","XAAYP9913L",1,6,6,"Vanga",NA,"1","Traditional","0","No",0,0,0,0,0,0,0,0,5780,"Catch",0.9633,0.5865,112,19,0.712994609742162,0.56760359173951,3.6470000076294,47.328,27.7396193771626,40,0.400466342489182,0.396814,0.651173140314551,219.144142348514,36.5240237247523,3.79142114789816,0.50943638649695,3.47778556151228,0.579630926918714,0.0601693003721848,32.1008866203512,1.1001990138341,0.183366502305683,0.0190345850144308,101.47255050788,109.536457241341,18.2560762068902,1.89509441594016,1.01920404230369,584.277801905025,97.3796336508375,10.1086124897063,0.191073492157327,326.491883195562,54.4153138659271,5.64864849819312,0.34193805649107,8.22982558542303,1.3716375975705,0.14238452569936,13.5652935583156
"EIVLS2917M",2016-09-11,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","RVZNY2791M",1,4,4,"Vanga",NA,"1","Traditional","0","No",0,0,0,0,0,0,1053,0.375,2808,"Catch",0.702,0.6986,70,18,0.578227266817453,0.447866705818018,3.8612500166893,44.235,27.8888888888889,40,0.400466342489182,0.396814,0.651173140314551,122.941873807083,30.7354684517706,4.37827185922659,0.571001545902547,2.24942285157585,0.562355712893964,0.0801076514093965,31.2080051782264,0.74133634954761,0.185334087386903,0.0264008671491314,94.6938593296262,65.2484018762706,16.3121004690677,2.32366103547972,1.0758884199665,217.536811161772,54.3842027904429,7.74703743453603,0.322704004095176,223.783306301697,55.9458265754242,7.96949096516014,0.313696321500223,4.46662411495049,1.11665602873762,0.159067810361485,15.7165676343863
"ICIPM2355X",2016-09-11,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","RHOGY4022W",1,1,1,"Vanga",NA,"1","Gated","4","No",1834,0.4867,0,0,0,0,0,0,3768,"Catch",3.768,0.1927,170,170,1.58099703519615,1.42928464724536,2.61916667222977,31.7966666666667,27.7809978768578,26,0.191892493959011,0.300129,0.675433822403749,381.96674257744,381.96674257744,10.1371216182972,0.444750762471313,6.25036489866751,6.25036489866751,0.165880172469945,27.1792131746126,2.27371761570332,2.27371761570332,0.060342824195948,74.7146430263512,169.130263263763,169.130263263763,4.48859509723362,1.00443289522389,1200.41443495969,1200.41443495969,31.8581325626246,0.141517791733073,358.044741507224,358.044741507224,9.50224897842952,0.474465842690144,12.0408781514078,12.0408781514078,0.319556214209335,14.1086055239367
"NKRIA7441M",2016-09-09,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","RKQRG6286Y",1,1,1,"Vanga",NA,"1","Gated","4","No",0,0,527,0.1429,0,0,0,0,3689,"Catch",3.689,0.2096,66,66,1.58790204822978,1.34261877400278,2.9471428666796,35.28,27.9527514231499,26,0.191892493959011,0.300129,0.675433822403749,200.801900128863,200.801900128863,5.44326104984718,0.326889336992709,3.88130919987428,3.88130919987428,0.105213044182008,16.9118193423307,0.981656123235328,0.981656123235328,0.0266103584504019,66.8665925331008,98.300525844775,98.300525844775,2.66469302913459,0.667748208220689,571.061716552356,571.061716552356,15.4801224329725,0.114943793459462,193.620074755207,193.620074755207,5.2485788765304,0.339014433720204,6.70400873422528,6.70400873422528,0.181729702743976,9.79115669478395
"YKRCH8431H",2016-09-09,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","RHOGY4022W",1,1,1,"Vanga",NA,"1","Gated","4","No",285,0.25,0,0,0,0,0,0,1140,"Catch",1.14,0.7557,49,49,1.68697029852852,1.4814462028624,3.125,33.2325,27.9740350877193,26,0.191892493959011,0.300129,0.675433822403749,117.572487711142,117.572487711142,10.3133761150125,0.419145677355008,1.59397003999201,1.59397003999201,0.139821933332633,30.9165158463373,0.715031934996248,0.715031934996248,0.0627220995610744,68.9199986574845,49.7602244404283,49.7602244404283,4.36493196845862,0.990349230819825,592.326464276384,592.326464276384,51.9584617786302,0.0831973632314452,136.385425191374,136.385425191374,11.963633788717,0.361328931818419,2.9123474719317,2.9123474719317,0.255469076485237,16.9210578321939
"CSADH4754M",2016-09-09,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","AVQIA4854S",1,1,1,"Vanga",NA,"1","Gated","4","No",735,0.75,0,0,0,0,0,0,980,"LowNoCatch",0.98,0.79,46,46,1.69394028809775,1.55175421456156,2.375,28.4175,27.6857142857143,26,0.191892493959011,0.300129,0.675433822403749,104.776929714258,104.776929714258,10.6915234402304,0.442845577996414,1.92273173333476,1.92273173333476,0.196197115646404,24.1323317213497,0.65113227136719,0.65113227136719,0.0664420685068561,71.260482762701,43.8774866213143,43.8774866213143,4.47729455319534,1.05748992417128,239.695991182359,239.695991182359,24.4587746104448,0.193578539929353,77.4321394979323,77.4321394979323,7.90123872427881,0.599234378655378,3.5224707836226,3.5224707836226,0.359435794247205,13.1725719956947
"SCHWZ3914E",2016-09-09,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","FNRNZ9144E",1,1,1,"Vanga",NA,"1","Gated","4","No",224,0.4,0,0,0,0,112,0.2,560,"LowNoCatch",0.56,0.88,21,21,1.46143562366748,1.29808609210695,3.004,35.306,27.6633928571429,26,0.191892493959011,0.300129,0.675433822403749,36.4383076402959,36.4383076402959,6.50684065005285,0.566436844535966,0.568241622161514,0.568241622161514,0.101471718243127,36.322576867017,0.223661403075024,0.223661403075024,0.0399395362633972,92.282350536255,15.3527241267177,15.3527241267177,2.74155787977102,1.34438682214585,140.981251318939,140.981251318939,25.1752234498105,0.146402445764271,35.7489335574235,35.7489335574235,6.3837381352542,0.577359880312121,1.03963157492454,1.03963157492454,0.185648495522239,19.853186934514
"FCFFS2906Z",2016-11-18,"Kenya","Munje",NA,NA,"Musa","IZJOR8919V",1,2,2,"Munje",NA,"1","Multiple","Multiple","No",0,0,0,0,0,0,6030,0.126885928918629,47523,"Catch",23.7615,0.3554,955,478,1.47270395836317,1.25863384957861,3.64444444444444,37.3638888888889,27.7411540555253,NA,NA,NA,NA,1502.21817859557,751.109089297787,3.16103398058955,0.635806445168266,16.68363362472,8.34181681236001,0.0351064403020012,57.2489195989539,6.77142079709608,3.38571039854804,0.0142487233488965,141.051638735788,754.532224040019,377.266112020009,1.58772010192963,1.26584388256603,10800.8178512979,5400.40892564894,22.7275589741765,0.0884303404751177,2549.60959288865,1274.80479644432,5.36500135279475,0.374614216491816,33.2780867825195,16.6390433912598,0.0700252231183206,28.7011692181087
"OFBWI4946G",2016-11-18,"Kenya","Munje",NA,NA,"Musa","RUMZN3373Z",1,2,2,"Munje",NA,"1","Traditional","0","No",2060,0.1,0,0,0,0,0,0,20600,"Catch",10.3,0.4019,412,206,1.09140860211558,0.958727817460802,3.31199998855591,26.354,27.92,41,0.338151199763056,0.52554,0.80428700396022,1469.19966690249,734.599833451246,7.13203721797326,0.280424784514564,20.8232606079045,10.4116303039523,0.10108378935876,19.7855661396086,3.43127453038652,1.71563726519326,0.0166566724776045,120.072001336946,412.796820519088,206.398410259544,2.00386806077227,0.998069702867173,673.04732512396,336.52366256198,3.26722002487359,0.612141204073753,793.49446142814,396.74723071407,3.85191486130165,0.519222275677234,51.4473602345892,25.7236801172946,0.2497444671582,8.00818541750958
"SKLGL0791M",2016-11-18,"Kenya","Munje",NA,NA,"Musa","OXWZT8447B",1,2,2,"Munje",NA,"1","Traditional","0","No",0,0,1818,0.125,0,0,7272,0.5,14544,"Catch",7.272,0.5778,275,138,1.29036197941051,1.11922438464592,3.44749997138977,27.135,28.012596259626,41,0.338151199763056,0.52554,0.80428700396022,1453.70886761699,726.854433808493,9.99524798966575,0.189171302539275,18.2729437601467,9.13647188007334,0.125639052256234,15.0495729429089,4.73298988010493,2.36649494005246,0.0325425596816895,58.1028075204554,336.753604269109,168.376802134554,2.31541257060718,0.816620806767195,911.323153986645,455.661576993323,6.26597328098629,0.301759039915746,642.126085811698,321.063042905849,4.41505834579,0.428264800443948,32.8007927811542,16.4003963905771,0.225528003170752,8.38394370022673
"EHWXA6392I",2016-11-18,"Kenya","Munje",NA,NA,"Musa","ZSQHS9686H",1,1,1,"Munje",NA,"1","Gated","3","No",0,0,0,0,0,0,18532,1,18532,"Catch",18.532,0.4249,882,882,1.2989455767026,1.09683893409395,3.88,51.255,28.021303690913,34,0.310033296321017,0.586434,0.719908631533294,1533.66799481964,1533.66799481964,8.27578240243709,0.574857141818155,31.7783515426319,31.7783515426319,0.171478262155363,27.7434151616469,7.03695667568129,7.03695667568129,0.0379719224891069,125.287114960764,918.681190228938,918.681190228938,4.95726953501477,0.959680038491147,1398.72568609866,1398.72568609866,7.54762403463554,0.630316586563217,2172.99168150941,2172.99168150941,11.7256188296428,0.405726357584393,78.6477089033499,78.6477089033499,0.424388673124055,11.209989614363
"TUFFM4864Z",2016-11-18,"Kenya","Munje",NA,NA,"Musa","TXJQH6925M",1,3,3,"Munje",NA,"1","Traditional","0","No",19330,1,0,0,0,0,0,0,19330,"Catch",6.4433,0.6259,387,129,1.0177309037871,0.976563106248808,2,26.01,27.5,41,0.338151199763056,0.52554,0.80428700396022,845.501709774058,281.833903258019,4.37403885035726,0.457243309541397,17.9776508813862,5.99255029379542,0.0930038845389873,21.5044781184553,5.32256877169967,1.77418959056656,0.0275352755907898,72.6341014240284,351.780481797965,117.260160599322,1.81986798653888,1.09898081333015,521.567633185156,173.855877728385,2.69822883179077,0.741226976910121,408.60167253769,136.200557512563,2.11382137888096,0.946153738429301,32.9694977282491,10.989832576083,0.170561291920585,11.7259899797852
"ETMAZ2079P",2016-11-18,"Kenya","Munje",NA,NA,"Musa","TACWW7531O",1,2,2,"Munje",NA,"1","Traditional","0","No",31596,1,0,0,0,0,0,0,31596,"Catch",15.798,0.0827,527,263,0.932272583621774,0.894561624044709,2,26.01,27.5,41,0.338151199763056,0.52554,0.80428700396022,1151.68442929907,575.842214649533,3.64503237529772,0.457243309541397,24.4879227991154,12.2439613995577,0.0775032371158228,21.5044781184553,7.25003806305495,3.62501903152748,0.0229460629923248,72.6341014240284,479.171240855687,239.585620427844,1.51655665544907,1.09898081333015,710.44365141051,355.221825705255,2.24852402649231,0.741226976910122,556.569169059357,278.284584529678,1.76151781573413,0.946153738429301,44.90878816269,22.454394081345,0.142134409933821,11.7259899797852
"AKOOY5796D",2016-11-18,"Kenya","Munje",NA,NA,"Musa","KQULE5928C",1,3,3,"Munje",NA,"1","Traditional","0","No",34650,1,0,0,0,0,0,0,34650,"Catch",11.55,0.3294,693,231,1.26245245698782,1.21138553256054,2,26.01,27.5,41,0.338151199763056,0.52554,0.80428700396022,1515.60446164879,505.201487216264,4.37403885035726,0.457243309541397,32.2258459927591,10.741948664253,0.0930038845389873,21.5044781184554,9.54097299220867,3.18032433073622,0.0275352755907898,72.6341014240284,630.584257335722,210.194752445241,1.81986798653888,1.09898081333015,934.936290215502,311.645430071834,2.69822883179077,0.741226976910121,732.439107782253,244.146369260751,2.11382137888096,0.946153738429301,59.0994876504827,19.6998292168276,0.170561291920585,11.7259899797852
"HLDJS9305Q",2016-11-18,"Kenya","Munje",NA,NA,"Musa","QMHXD0872G",1,2,2,"Munje",NA,"1","Traditional","0","No",13779,1,0,0,0,0,0,0,13779,"Catch",6.8895,0.6,358,179,1.12334806726368,1.07203857015099,2.44100008010864,23.343,27.6778894472362,41,0.338151199763056,0.52554,0.80428700396022,718.650861367888,359.325430683944,5.21555164647571,0.498433967390226,15.144867471214,7.57243373560701,0.109912674876363,23.6515770561105,3.43514438148417,1.71757219074208,0.0249302879852251,104.275093044339,337.651720598255,168.825860299127,2.45048059074138,1.06085643326602,385.543212409673,192.771606204837,2.79804929537465,0.929078734809579,388.590622874486,194.295311437243,2.82016563520202,0.92179270140468,27.2214597517158,13.6107298758579,0.197557585831452,13.1587359115605
"VWYRT6286Y",2016-11-17,"Kenya","Munje",NA,NA,"Musa","MJHMG1103W",1,1,1,"Munje",NA,"1","Gated","3","No",25326,0.875,0,0,0,0,0,0,28944,"Catch",28.944,0.1018,707,707,1.50545699971559,1.40675725218791,2.24000000953674,28.1025,27.6059701492537,34,0.310033296321017,0.586434,0.719908631533294,1591.13892015184,1591.13892015184,5.49730141014316,0.444059277949518,33.0433156858012,33.0433156858012,0.114162920418053,21.3828420464358,9.54622467459387,9.54622467459387,0.0329817049288069,74.0145999161767,652.460428129193,652.460428129193,2.25421651509533,1.08291624984204,1976.91798899179,1976.91798899179,6.83014783371955,0.357404810889672,804.182664361227,804.182664361227,2.77840887355316,0.878606355635918,67.6252903015958,67.6252903015958,0.233641826636249,10.4481621720051
"LAXIS6949E",2016-11-17,"Kenya","Munje",NA,NA,"Musa","QRZCC4077P",1,2,2,"Munje",NA,"1","Traditional","0","No",17402,1,0,0,0,0,0,0,17402,"Catch",8.701,0.4948,497,249,1.20973466208064,1.16080020262944,2,26.01,27.5,41,0.338151199763056,0.52554,0.80428700396022,1087.38605819881,543.693029099407,6.2486269290818,0.457243309541397,23.1207656963922,11.5603828481961,0.132862692198553,21.5044781184553,6.84526951187035,3.42263475593517,0.0393361079868426,72.6341014240284,452.419181453566,226.209590726783,2.59981140934126,1.09898081333015,670.779687583185,335.389843791593,3.85461261684396,0.741226976910121,525.495994789807,262.747997394903,3.0197448269728,0.9461537384293,42.4015371714574,21.2007685857287,0.243658988457979,11.7259899797852
"GUEDB7000B",2016-11-17,"Kenya","Munje",NA,NA,"Musa","FZDYE1700L",1,2,2,"Munje",NA,"1","Traditional","0","No",30390,1,0,0,0,0,0,0,30390,"Catch",15.195,0.1177,608,304,1.21195435870831,1.16293011125812,2,26.01,27.5,41,0.338151199763056,0.52554,0.80428700396022,1329.27040662357,664.635203311786,4.37403885035726,0.457243309541397,28.2638805113982,14.1319402556991,0.0930038845389873,21.5044781184554,8.36797025204102,4.18398512602051,0.0275352755907898,72.6341014240284,553.057881109166,276.528940554583,1.81986798653888,1.09898081333015,819.991741981215,409.995870990608,2.69822883179077,0.741226976910121,642.390317041924,321.195158520962,2.11382137888096,0.946153738429301,51.8335766146658,25.9167883073329,0.170561291920585,11.7259899797852
"XXQDW4096D",2016-11-17,"Kenya","Munje",NA,NA,"Musa","NWLAX1582U",1,3,3,"Munje",NA,"1","Traditional","0","No",15273,1,0,0,0,0,0,0,15273,"Catch",5.091,0.7044,425,142,1.07038704045463,1.02708927205133,2,26.01,27.5,41,0.338151199763056,0.52554,0.80428700396022,929.483255700918,309.827751900306,6.08579359458468,0.457243309541397,19.7633254645348,6.58777515484493,0.129400415534177,21.5044781184553,5.85124606304283,1.95041535434761,0.0383110460488629,72.6341014240284,386.721947139512,128.907315713171,2.53206277181636,1.09898081333015,573.373626755539,191.124542251846,3.75416504128553,0.741226976910121,449.187043012204,149.729014337401,2.94105311996467,0.946153738429301,36.2442745331243,12.0814248443748,0.237309464631207,11.7259899797852
"ORXET4820M",2016-11-17,"Kenya","Munje",NA,NA,"Musa","QWMPK6611F",1,2,2,"Munje",NA,"1","Traditional","0","No",38849,1,0,0,0,0,0,0,38849,"Catch",19.4245,0.1279,838,419,1.23596744040766,1.18597185005927,2,26.01,27.5,41,0.338151199763056,0.52554,0.80428700396022,1832.72227829969,916.361139149846,4.71755329171843,0.457243309541397,38.9686276218357,19.4843138109178,0.100307929732646,21.5044781184553,11.5372804725409,5.76864023627046,0.0296977540542638,72.6341014240284,762.524686359791,381.262343179895,1.96279102772218,1.09898081333015,1130.55788052033,565.278940260166,2.91013380143719,0.741226976910121,885.691157751123,442.845578875561,2.27983000270566,0.9461537384293,71.4651813147251,35.7325906573626,0.183956295695449,11.7259899797852
"VRBBA2044F",2016-11-17,"Kenya","Munje",NA,NA,"Musa","ZSQHS9686H",1,1,1,"Munje",NA,"1","Gated","3","No",0,0,2200,1,0,0,0,0,2200,"Catch",2.2,0.9317,132,132,2.00236818048719,1.45129739909581,2,36.1,28,34,0.310033296321017,0.586434,0.719908631533294,355.881469793177,355.881469793177,16.1764304451444,0.37091001134932,10.0484166719817,10.0484166719817,0.456746212362804,13.1363979330256,1.82935246099195,1.82935246099195,0.083152384590543,72.1566799261988,194.143508097381,194.143508097381,8.8247049135173,0.679909420065646,251.938896856597,251.938896856597,11.4517680389362,0.523936564170692,237.960233362917,237.960233362917,10.816374243769,0.554714534166239,28.3501038731204,28.3501038731204,1.28864108514184,4.65606759646314
"VYIHG8575R",2016-11-17,"Kenya","Munje",NA,NA,"Musa","MCVSK7544D",1,2,2,"Munje",NA,"1","Multiple","Multiple","No",25400,0.7466,0,0,0,0,0,0,34020,"Catch",17.01,0.5385,853,426,1.43037544370984,1.30506921152136,2.59428571428571,29.1442857142857,27.6376996805112,NA,NA,NA,NA,1689.55877463101,844.779387315505,4.9663691200206,0.504747164055448,30.3524014240658,15.1762007120329,0.0892192869608048,28.096623660355,9.94606622041626,4.97303311020813,0.0292359383316175,85.7424413935089,857.798105298899,428.89905264945,2.52145239652822,0.994173331384128,10596.9469872329,5298.47349361644,31.1491680988621,0.080476008894585,1937.03548594724,968.517742973621,5.69381389167325,0.440260390781105,52.3376652173409,26.1688326086705,0.153843813102119,16.2941926518618
"JMFGC2739I",2016-11-17,"Kenya","Munje",NA,NA,"Musa","QUAWC7492V",1,2,2,"Munje",NA,"1","Traditional","0","No",22385,1,0,0,0,0,0,0,22385,"Catch",11.1925,0.3501,407,204,1.00996196559026,0.969108426048435,2,26.01,27.5,41,0.338151199763056,0.52554,0.80428700396022,890.116906047703,445.058453023851,3.97639895487024,0.457243309541397,18.9262905036839,9.46314525184196,0.0845489859445339,21.5044781184553,5.60342858272572,2.80171429136286,0.0250320687188998,72.6341014240284,370.343135260662,185.171567630331,1.65442544230807,1.09898081333015,549.089567269422,274.544783634711,2.45293530162797,0.741226976910121,430.162650602276,215.081325301138,1.92165579898269,0.946153738429301,34.709222905839,17.3546114529195,0.155055719927805,11.7259899797852
"QWFRJ1855T",2016-11-17,"Kenya","Munje",NA,NA,"Musa","OXWZT8447B",1,2,2,"Munje",NA,"1","Traditional","0","No",11265,0.625,0,0,0,0,2253,0.125,18024,"Catch",9.012,0.4767,451,225,0.96449943388399,0.885335683369063,2.70625,31.895,27.7515756768753,41,0.338151199763056,0.52554,0.80428700396022,989.747609902546,494.873804951273,5.49127613128355,0.45526758083747,14.7322665827003,7.36613329135014,0.081736942868954,30.5859249471584,4.01990005844183,2.00995002922091,0.0223030407148348,112.092338975875,375.34893498263,187.674467491315,2.08249520074695,1.20048295866579,930.190089345134,465.095044672567,5.16084159645547,0.484417115556701,588.101390998255,294.050695499127,3.26287944406488,0.766194412897311,28.3395083967631,14.1697541983816,0.157232070554611,15.9000640974939
"WJUQV2120C",2016-10-13,"Kenya","Munje",NA,NA,"Musa","TXJQH6925M",1,2,2,"Munje",NA,"1","Traditional","0","No",18738,1,0,0,0,0,0,0,18738,"Catch",9.369,0.456,416,208,1.03585842624642,0.993957360049677,2,26.01,27.5,41,0.338151199763056,0.52554,0.80428700396022,910.674888644382,455.337444322191,4.86004316706362,0.457243309541397,19.3634087610172,9.68170438050858,0.103337649487764,21.5044781184553,5.73284437800244,2.86642218900122,0.0305947506564331,72.6341014240284,378.896514797395,189.448257398697,2.02207554059876,1.09898081333015,561.771242778838,280.885621389419,2.99803203532308,0.741226976910121,440.097611083016,220.048805541508,2.34869042097885,0.9461537384293,35.5108609778658,17.7554304889329,0.189512546578428,11.7259899797852
"AJZAV1685N",2016-10-13,"Kenya","Munje",NA,NA,"Musa","ZSQHS9686H",1,2,2,"Munje",NA,"1","Traditional","0","No",31736,0.7273,0,0,0,0,0,0,43637,"Catch",21.8185,0.2669,793,397,1.32427024277361,1.23064631537568,2.40909090909091,25.8736363636364,27.6294681119234,41,0.338151199763056,0.52554,0.80428700396022,2180.29146838432,1090.14573419216,4.99642841713298,0.363896300795022,38.311580765184,19.155790382592,0.0877960922272017,20.7091428793512,9.40349196190439,4.7017459809522,0.0215493548179398,84.3729120218571,747.721739162396,373.860869581198,1.71350399698053,1.0610899194783,1177.89479255935,588.947396279675,2.69930286811502,0.673574588334911,1065.27482471002,532.637412355011,2.44121920551372,0.744784333203379,79.9841658881744,39.9920829440872,0.183294373784115,9.91946332364396
"BOMRD9075T",2016-11-07,"Kenya","Munje",NA,NA,"Musa","ZKYOG7116L",1,2,2,"Munje",NA,"1","Traditional","0","No",5890,1,0,0,0,0,0,0,5890,"Catch",2.945,0.829,236,118,1.10318922395243,1.05856458845291,2,26.01,27.5,41,0.338151199763056,0.52554,0.80428700396022,515.261776572085,257.630888286043,8.74807770071452,0.457243309541397,10.9558575986927,5.47792879934635,0.186007769077975,21.5044781184553,3.24365546459504,1.62182773229752,0.0550705511815796,72.6341014240284,214.38044881428,107.19022440714,3.63973597307776,1.09898081333015,317.851356384953,158.925678192476,5.39645766358154,0.741226976910121,249.008158432177,124.504079216089,4.22764275776192,0.946153738429301,20.0921201882449,10.0460600941225,0.34112258384117,11.7259899797852
"OALHW5570X",2016-11-07,"Kenya","Munje",NA,NA,"Musa","PKJAV0374L",1,2,2,"Munje",NA,"1","Traditional","0","No",0,0,0,0,0,0,0,0,28910,"Catch",14.455,0.1607,497,249,1.54332200350727,1.30425577007564,3.47100002670288,49.581,27.9235558630232,41,0.338151199763056,0.52554,0.80428700396022,1052.53762637943,526.268813189716,3.64073893593715,0.472572179401301,13.7806780169433,6.89033900847164,0.0476675130298972,36.0940150686671,5.32739246212233,2.66369623106117,0.0184275076517549,93.3665021934287,524.854328321136,262.427164160568,1.81547674964073,0.947691527268232,5410.4291343009,2705.21456715045,18.7147323912172,0.0919335578848259,1548.42972300562,774.21486150281,5.35603501558499,0.321228656754605,34.5153818095581,17.257690904779,0.119389075785396,14.410966181526
"BDLWI2906N",2016-11-07,"Kenya","Munje",NA,NA,"Musa","DTSOU9211T",1,1,1,"Munje",NA,"1","Gated","3","No",0,0,0,0,0,0,0,0,16615,"Catch",16.615,0.4844,540,540,1.20022408671853,0.92910657789807,3.47000007629395,58.964,27.5500370644922,34,0.310033296321017,0.586434,0.719908631533294,749.937282326615,749.937282326615,4.51361590325979,0.719526836065461,16.8820950232504,16.8820950232504,0.101607553555525,31.9628576463318,3.33911638479856,3.33911638479856,0.020096999005709,161.599638292498,538.05726935243,538.05726935243,3.23838260218134,1.00286722387271,1132.16976967152,1132.16976967152,6.81414245965404,0.476606966953866,1321.39289234439,1321.39289234439,7.95301169030631,0.408356971742636,51.1005253991554,51.1005253991554,0.307556577786069,10.5595783171521
"NWPCZ5135O",2016-11-07,"Kenya","Munje",NA,NA,"Musa","AQOAM2846L",1,3,3,"Munje",NA,"1","Traditional","0","No",17952,0.2667,0,0,0,0,0,0,67320,"Catch",22.44,0.303,836,279,1.35388581087968,1.17154061957731,3.07666668891907,42.822,27.7414438502674,41,0.338151199763056,0.52554,0.80428700396022,1635.1870189903,545.062339663434,2.42897655821495,0.511060808515968,28.8020526461425,9.60068421538083,0.0427837977512515,29.0145987255504,9.24268910619154,3.08089636873052,0.0137294847091378,90.4152450005259,830.74085130555,276.91361710185,1.2340179015234,1.00594547467684,5366.77018994374,1788.92339664791,7.97202939682671,0.155713766459741,1975.58323693384,658.527745644614,2.9346156223022,0.423004196622461,66.6107848629535,22.2035949543178,0.0989465015789564,12.5457161587173
"EIRAU1997T",2016-11-07,"Kenya","Munje",NA,NA,"Musa","QUAWC7492V",1,3,3,"Munje",NA,"1","Traditional","0","No",4070,0.3333,0,0,0,0,2035,0.166666666666667,12210,"Catch",4.07,0.7637,407,136,1.16652560215937,1.03065934270965,3.1550000111262,39.5716666666667,27.3815724815725,41,0.338151199763056,0.52554,0.80428700396022,715.300832781798,238.433610927266,5.85831967880261,0.568991368872284,13.8113513427572,4.60378378091908,0.113115080612262,29.4685139708239,3.49810113376074,1.16603371125358,0.0286494769349774,116.348837394087,315.219659458839,105.073219819613,2.58165159261948,1.2911631231971,502.620158766348,167.540052922116,4.1164632167596,0.809756618196449,521.11161568949,173.703871896497,4.26790840040532,0.781022697913753,29.8829511704688,9.96098372348961,0.244741614827755,13.619806078665
