"","TripID","Date","Country","Site","Latitude","Longitude","Observer","Fisher","TotalCrew","TrapsOwned","TrapsFished","TrapLocation","Depth_m","SoakTime_Days","TrapType","GapSize_cm","B.undulatus","BrowserMass_g","BrowserMassRatio","ScraperMass_g","ScraperMassRatio","GrazerMass_g","GrazerMassRatio","PredatorMass_g","PredatorMassRatio","TotalCatch_g","LowNoCatch","CPUE_kgPerTrap","CPUE_DistFromMean","TotalValue_KSH","ValuePUE","MeanLLmat","MeanTrophLevel","MeanVulnerability","MTC_degC","FECount","FRic","FEve","FDiv","TotalCa_mg","CaPUE","CaConc_mgPer100g","CaPrice_KSHPermg","TotalFe_mg","FePUE","FeConc_mgPer100g","FePrice_KSHPermg","TotalOmega3_g","Omega3PUE","Omega3Conc_gPer100g","Omega3Price_KSHPerg","TotalProtein_g","ProteinPUE","ProteinConc_gPer100g","ProteinPrice_KSHPerg","TotalVA_ug","VAPUE","VAConc_ugPer100g","VAPrice_KSHPerug","TotalSe_ug","SePUE","SeConc_ugPer100g","SePrice_KSHPerug","TotalZn_ug","ZnPUE","ZnConc_ugPer100g","ZnPrice_KSHPerug"
"1278","WZQLO0012U",2014-09-08,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","COOPC9847U",1,NA,NA,NA,NA,NA,"Traditional","0","No",1691,0.2,0,0,6764,0.8,0,0,8455,"Catch",NA,NA,0,NA,1.61334223150276,NA,NA,NA,NA,NA,NA,NA,1529.95813536814,NA,18.0953061545611,0,16.4889763300079,NA,0.195020417859348,0,2.35218377811235,NA,0.0278200328576269,0,320.885752903132,NA,3.79521883977684,0,448.945648133765,NA,5.30982434220893,0,344.532523199695,NA,4.07489678533051,0,39.1054911261182,NA,0.462513200782001,0
"1279","ITIBN0592W",2014-09-16,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","LZZQI5769G",1,4,4,"Multiple",NA,NA,"Traditional","0","No",37632,0.5833,0,0,0,0,0,0,64512,"Catch",16.128,5.9234,0,0,1.34759504410739,NA,NA,NA,NA,NA,NA,NA,2063.96179077885,515.990447694713,3.19934553382138,0,36.6304972390255,9.15762430975638,0.0567809046983903,0,6.54786777152978,1.63696694288244,0.0101498446359279,0,1034.26284878209,258.565712195522,1.60321002105359,0,2422.57622509474,605.644056273685,3.75523348383981,0,2310.43086746109,577.607716865273,3.58139705397615,0,64.4121662112712,16.1030415528178,0.0998452477233247,0
"1280","YWVFT4595C",2014-09-16,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","MFHQL4564H",1,4,4,NA,NA,NA,"Traditional","0","No",0,0,0,0,0,0,0,0,13979,"Catch",3.4947,0.5002,0,0,1.50727569419316,NA,NA,NA,NA,NA,NA,NA,1157.71576834491,289.428942086229,8.28182107693623,0,12.8075017512863,3.20187543782158,0.0916195847434459,0,3.47689823735315,0.869224559338288,0.0248722958534455,0,324.916412040504,81.229103010126,2.32431799156237,0,2714.99408342004,678.748520855009,19.4219478032766,0,803.232275390135,200.808068847534,5.74599238422015,0,20.7341728709285,5.18354321773214,0.148323720372906,0
"1281","ZMUIG1393E",2014-09-13,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","MFHQL4564H",1,5,5,NA,NA,NA,"Traditional","0","No",1421,0.1429,0,0,0,0,0,0,9947,"Catch",1.9894,0.146,0,0,0.934489497808496,NA,NA,NA,NA,NA,NA,NA,683.057426990471,136.611485398094,6.86696920670022,0,9.98902475559809,1.99780495111962,0.10042248673568,0,2.6491742181792,0.52983484363584,0.0266328965334191,0,265.550069617772,53.1100139235544,2.66964984033148,0,842.06047374304,168.412094748608,8.46547173763989,0,722.985922225494,144.597184445099,7.2683816449733,0,19.8015400382194,3.96030800764387,0.199070473893831,0
"1282","ABXFJ0248O",2014-09-13,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","JWZRD8215K",1,1,1,NA,NA,NA,"Traditional","0","No",1508,0.25,0,0,0,0,0,0,6032,"Catch",6.032,1.5894,0,0,0.788717635670936,NA,NA,NA,NA,NA,NA,NA,372.437305790989,372.437305790989,6.17435851775513,0,5.68573629787389,5.68573629787389,0.0942595540098456,0,2.10699501281346,2.10699501281346,0.0349302886739632,0,137.859102779485,137.859102779485,2.2854625792355,0,570.957147757,570.957147757,9.46546995618369,0,417.33836557692,417.33836557692,6.918739482376,0,11.1187391514675,11.1187391514675,0.184329229964646,0
"1283","DPKCU1145L",2014-09-14,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HPTNC4987Z",1,5,5,NA,NA,NA,"Traditional","0","No",533,0.0833,0,0,0,0,0,0,6396,"Catch",1.2792,0.4509,0,0,0.4509602859699,NA,NA,NA,NA,NA,NA,NA,213.295742943402,42.6591485886804,3.3348302523984,0,4.92324964133397,0.984649928266794,0.0769738843235455,0,1.20312532685405,0.240625065370809,0.0188105898507512,0,102.264401298512,20.4528802597023,1.5988805706459,0,116.508329387961,23.3016658775923,1.8215811348962,0,273.027457771559,54.6054915543118,4.26872197891743,0,12.0023865943069,2.40047731886137,0.187654574645198,0
"1284","LQKSF2950V",2014-09-14,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","LZZQI5769G",1,4,4,"Sii",NA,NA,"Traditional","0","No",10316,0.4444,0,0,2579,0.1111,0,0,23211,"Catch",5.8027,1.491,0,0,1.239550408239,NA,NA,NA,NA,NA,NA,NA,1336.11975414635,334.029938536588,5.75640754015919,0,19.0658690397575,4.76646725993936,0.082141523586909,0,3.04760228850327,0.761900572125819,0.0131299913338644,0,490.411124627593,122.602781156898,2.11283927718579,0,1012.08644465429,253.021611163573,4.3603741530063,0,959.347399219027,239.836849804757,4.13315841290348,0,39.6433566252609,9.91083915631524,0.170795556526048,0
"1285","NPNDL1390V",2014-08-26,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","STYYO6581J",1,1,1,"Mijira",NA,NA,"Traditional","0","No",0,0,0,0,0,0,0,0,15905,"Catch",15.905,5.8276,0,0,1.68656396194147,NA,NA,NA,NA,NA,NA,NA,1020.92717920385,1020.92717920385,6.41890713111506,0,23.2911997536686,23.2911997536686,0.146439482890089,0,3.09744906118047,3.09744906118047,0.0194746875899432,0,595.698338720147,595.698338720147,3.7453526483505,0,451.361199744921,451.361199744921,2.8378572759819,0,626.058664001774,626.058664001774,3.9362380635132,0,66.3222016249008,66.3222016249008,0.416989636120093,0
"1286","ZUJIG9715F",2014-08-27,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","JWZRD8215K",1,8,8,"Mijira",NA,NA,"Traditional","0","No",0,0,0,0,0,0,0,0,20664,"Catch",2.583,0.1088,0,0,0.724437669956196,NA,NA,NA,NA,NA,NA,NA,1106.01354674454,138.251693343067,5.35236908025812,0,24.5284413996632,3.0660551749579,0.118701323072315,0,4.85432459701396,0.606790574626745,0.0234916985918213,0,434.196316943797,54.2745396179746,2.10122104599205,0,472.480660055118,59.0600825068897,2.28649177339875,0,982.841935933477,122.855241991685,4.75630050296882,0,57.1932751968514,7.14915939960642,0.276777367387008,0
"1287","UMTBC1584P",2014-08-27,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","YUIRY0510O",1,4,4,"Mijira",NA,NA,"Gated","2","No",6612,0.5714,0,0,0,0,0,0,11571,"Catch",2.8928,0.3802,0,0,0.833041853991856,NA,NA,NA,NA,NA,NA,NA,707.282886210799,176.8207215527,6.1125476295117,0,14.2455027293981,3.56137568234952,0.123113842618599,0,4.06228527166006,1.01557131791501,0.0351074692909866,0,296.417913627239,74.1044784068096,2.56173116953797,0,716.329617821148,179.082404455287,6.19073215643547,0,487.184293540773,121.796073385193,4.21039057592924,0,30.1443816615242,7.53609541538104,0.260516650778016,0
"1288","IPTHV6630Y",2014-08-28,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HPTNC4987Z",1,6,6,"Mijira",NA,NA,"Traditional","0","No",0,0,0,0,0,0,0,0,5229,"Catch",0.8715,0.6259,0,0,0.784544687721595,NA,NA,NA,NA,NA,NA,NA,253.993246603253,42.3322077672089,4.85739618671359,0,3.35339134154793,0.558898556924655,0.0641306433648486,0,1.21106656480538,0.201844427467563,0.0231605768752224,0,108.0253488339,18.00422480565,2.06588924907057,0,463.941505301301,77.3235842168835,8.87247093710654,0,308.027888628571,51.3379814380952,5.89076092232877,0,6.62907170464913,1.10484528410819,0.126775133001513,0
"1289","XFDVH1520C",2014-08-28,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","ZFJGN4824U",1,12,12,"Mijira",NA,NA,"Traditional","0","No",0,0,0,0,0,0,0,0,4428,"Catch",0.369,0.8416,0,0,0.738943893433777,NA,NA,NA,NA,NA,NA,NA,294.121341161649,24.5101117634707,6.64230671096768,0,2.68404567746715,0.223670473122262,0.0606153043691768,0,1.4958973441632,0.1246581120136,0.0337826861825473,0,86.7233732354521,7.226947769621,1.9585224307916,0,662.010336599987,55.1675280499989,14.9505496070458,0,349.451802526384,29.1209835438653,7.8918654590421,0,3.7038540891047,0.308654507425392,0.0836462079743609,0
"1290","BKPUI0576Q",2014-08-30,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","AXHYK9683L",1,8,8,"Mijira",NA,NA,"Traditional","0","No",0,0,0,0,0,0,0,0,5334,"Catch",0.6668,0.7138,0,0,1.09086607776602,NA,NA,NA,NA,NA,NA,NA,468.366791075157,58.5458488843947,8.7807797351923,0,5.69612627900478,0.712015784875597,0.106789019103952,0,2.38615208660338,0.298269010825423,0.044734759778841,0,156.753607972429,19.5942009965537,2.93876280413253,0,939.395230172992,117.424403771624,17.6114591333519,0,517.821861897124,64.7277327371405,9.70794641726892,0,10.8888055866118,1.36110069832647,0.204139587300558,0
"1291","KDXRQ8126Q",2014-08-31,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","LZZQI5769G",1,4,4,"Sii",NA,NA,"Gated","2","No",5971,0.0625,0,0,5971,0.0625,0,0,95536,"Catch",23.884,4.1174,0,0,1.17290936182112,NA,NA,NA,NA,NA,NA,NA,2232.12861323639,558.032153309097,2.33642670117692,0,52.1761014374977,13.0440253593744,0.05461407368688,0,10.2341653662508,2.55854134156271,0.0107123653557307,0,1086.90095418571,271.725238546428,1.13768731597064,0,1522.72373575968,380.68093393992,1.59387428378798,0,1610.4884742533,402.622118563324,1.68573990354766,0,129.824923020234,32.4562307550585,0.1358911018048,0
"1292","UMGSO9992H",2014-10-17,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HPTNC4987Z",1,9,9,NA,NA,NA,"Gated","2","No",0,0,0,0,0,0,0,0,1795,"Catch",0.1994,0.9573,0,0,1.21657486874438,NA,NA,NA,NA,NA,NA,NA,274.328868394565,30.4809853771739,15.2829453144605,0,3.65494395388625,0.406104883765138,0.203618047570264,0,0.716612876648316,0.079623652960924,0.0399227229330538,0,68.4875076223881,7.60972306915424,3.81546003467343,0,306.944905380304,34.1049894867004,17.0999947287077,0,144.716977662456,16.0796641847173,8.06222716782485,0,6.85244060441902,0.761382289379891,0.381751565705795,0
"1293","NONJR0826R",2014-10-16,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","LZZQI5769G",1,5,5,"Sii",NA,NA,"Gated","2","No",0,0,0,0,0,0,0,0,43125,"Catch",8.625,0.848,0,0,1.02414015770103,NA,NA,NA,NA,NA,NA,NA,1142.01947330817,228.403894661634,2.64816109752619,0,22.7123918904748,4.54247837809497,0.0526664159779127,0,3.51768075848014,0.703536151696027,0.0081569408892293,0,549.791228075049,109.95824561501,1.2748782100291,0,428.181922115462,85.6363844230923,0.992885616499621,0,875.922371822585,175.184474364517,2.03112434045817,0,55.8607653757133,11.1721530751427,0.129532209566871,0
"1294","HHKME6449T",2014-10-16,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HPTNC4987Z",1,5,5,NA,NA,NA,"Gated","2","No",0,0,0,0,0,0,0,0,2883.214,"Catch",0.5766,0.8764,0,0,1.7028298209236,NA,NA,NA,NA,NA,NA,NA,1586.03232632867,317.206465265734,55.0091781716054,0,32.5370778337579,6.50741556675158,1.12850027204911,0,6.6333064204129,1.32666128408258,0.230066391895049,0,517.261254684279,103.452250936856,17.940439200291,0,520.21379458301,104.042758916602,18.0428436662353,0,1189.93227050666,237.986454101332,41.2710353968404,0,72.8138392073643,14.5627678414729,2.52543998493918,0
"1295","SGGLS6914T",2014-10-18,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HPTNC4987Z",1,2,2,NA,NA,NA,"Gated","2","No",3939,0.4286,0,0,0,0,0,0,9191,"Catch",4.5955,0.0154,0,0,1.30761965952248,NA,NA,NA,NA,NA,NA,NA,541.177205523607,270.588602761803,5.88812104802096,0,11.4516418180815,5.72582090904076,0.124596255228827,0,3.05875602747149,1.52937801373575,0.0332799045530573,0,244.585017439907,122.292508719954,2.661136083559,0,677.238651828993,338.619325914496,7.36849800706118,0,475.307977816352,237.653988908176,5.17145009048364,0,21.8228399665949,10.9114199832974,0.237437057628059,0
"1296","PNKSB0809D",2014-10-20,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","PMQLT2798H",1,4,4,NA,NA,NA,"Traditional","0","No",0,0,0,0,0,0,0,0,6210,"Catch",1.5525,0.3335,0,0,0.769127588332206,NA,NA,NA,NA,NA,NA,NA,377.1638498134,94.2909624533499,6.07349194546537,0,5.18735274796567,1.29683818699142,0.0835322503698175,0,1.78598576894182,0.446496442235454,0.0287598352486605,0,113.500909816978,28.3752274542445,1.82771191331688,0,541.097200385265,135.274300096316,8.71332045708962,0,387.234546469332,96.808636617333,6.23566097374126,0,9.98565372417279,2.4964134310432,0.160799576878789,0
"1297","DQBHL5917W",2014-10-17,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","NGFSJ8020R",1,4,4,NA,NA,NA,"Traditional","0","No",744,0.0588,0,0,0,0,0,0,12648,"Catch",3.162,0.3574,0,0,0.555118319187688,NA,NA,NA,NA,NA,NA,NA,306.120354810726,76.5300887026816,2.42030641058449,0,5.12243639190848,1.28060909797712,0.0404999714730272,0,1.22194170636987,0.305485426592468,0.0096611456860363,0,147.908427201824,36.9771068004559,1.1694214674401,0,279.780803319707,69.9452008299268,2.21205568722096,0,359.216435823959,89.8041089559897,2.84010464756451,0,10.3955606395317,2.59889015988292,0.0821913396547414,0
"1298","XFZNM6927E",2014-07-09,"Kenya","Jimbo",NA,NA,"Ali Shilingi","VEFIQ0318V",1,17,17,"Mijira",NA,NA,"Traditional","0","No",45200,1,0,0,0,0,0,0,45200,"Catch",2.6588,0.2142,0,0,1.10163543631306,NA,NA,NA,NA,NA,NA,NA,1977.06556036148,116.297974138911,4.37403885035726,0,42.0377558116223,2.47280916538954,0.0930038845389873,0,12.445944567037,0.732114386296293,0.0275352755907898,0,822.580329915574,48.3870782303279,1.81986798653888,0,1219.59943196943,71.7411430570252,2.69822883179077,0,955.447263254194,56.2027801914232,2.11382137888096,0,77.0937039481044,4.5349237616532,0.170561291920585,0
"1299","WJGSB9840Y",2014-08-26,"Kenya","Jimbo",NA,NA,"Ali Shilingi","AJTPU9214D",1,7,7,"Mijira",NA,NA,"Traditional","0","No",4800,1,0,0,0,0,0,0,4800,"Catch",0.6857,0.7973,0,0,0.938487734179253,NA,NA,NA,NA,NA,NA,NA,419.907729634297,59.9868185191853,8.74807770071452,0,8.92837291574278,1.27548184510611,0.186007769077975,0,2.64338645671582,0.377626636673689,0.0550705511815796,0,174.707326707733,24.9581895296761,3.63973597307776,0,259.029967851914,37.004281121702,5.39645766358154,0,202.926852372572,28.9895503389389,4.22764275776192,0,16.3738840243762,2.33912628919659,0.34112258384117,0
"1300","YVLDR2199W",2014-08-26,"Kenya","Jimbo",NA,NA,"Ali Shilingi","QDDPD2089L",1,8,8,"Kichwa mtu",NA,NA,"Traditional","0","No",9660,1,0,0,0,0,0,0,9660,"Catch",1.2075,0.6431,0,0,1.02355760743474,NA,NA,NA,NA,NA,NA,NA,704.220254907519,88.0275318634399,7.29006475059543,0,14.973625410777,1.87170317634712,0.155006474231646,0,4.43317937011716,0.554147421264645,0.0458921259846497,0,292.99874583276,36.624843229095,3.03311331089813,0,434.414841918314,54.3018552397892,4.49704805298462,0,340.325241999835,42.5406552499793,3.52303563146827,0,27.4603679992142,3.43254599990177,0.284268819867642,0
"1301","NKWMR9124I",2014-08-27,"Kenya","Jimbo",NA,NA,"Ali Shilingi","VEFIQ0318V",1,17,17,"Mijira",NA,NA,"Traditional","0","No",2840,1,0,0,0,0,0,0,2840,"Catch",0.1671,0.9506,0,0,0.903139065383594,NA,NA,NA,NA,NA,NA,NA,310.556758375365,18.2680446103156,10.9350971258932,0,6.6032758022681,0.388427988368712,0.232509711347468,0,1.95500456694608,0.115000268643887,0.0688381889769745,0,129.21062704426,7.60062512025062,4.5496699663472,0,191.574247057145,11.2690733563026,6.74557207947692,0,150.081317900548,8.8283128176793,5.2845534472024,0,12.1098517263615,0.712344219197737,0.426403229801463,0
"1302","PZUEG6500T",2014-08-31,"Kenya","Jimbo",NA,NA,"Ali Shilingi","XSMJJ5186S",1,6,6,"Mijira",NA,NA,"Traditional","0","No",6200,0.3333,0,0,0,0,0,0,18600,"Catch",3.1,0.0838,0,0,1.3863830847043,NA,NA,NA,NA,NA,NA,NA,1040.28072576661,173.380120961101,5.59290712777746,0,25.5313758383239,4.25522930638732,0.137265461496365,0,4.95760366971104,0.826267278285173,0.0266537831704895,0,589.518256817105,98.2530428028508,3.16945299364035,0,642.500983806907,107.083497301151,3.45430636455326,0,1097.85724393341,182.976207322236,5.90245830071728,0,64.5594204211063,10.7599034035177,0.347093658177991,0
"1303","WHTZL4672U",2014-08-31,"Kenya","Jimbo",NA,NA,"Ali Shilingi","QHVYX9141H",1,9,9,"Mijira",NA,NA,"Traditional","0","No",6480,1,0,0,0,0,0,0,6480,"Catch",0.72,0.7872,0,0,1.05366224294753,NA,NA,NA,NA,NA,NA,NA,708.594293757876,78.7326993064307,10.9350971258932,0,15.0666292953159,1.67406992170177,0.232509711347468,0,4.46071464570795,0.495634960634216,0.0688381889769745,0,294.818613819299,32.7576237576998,4.5496699663472,0,437.113070750105,48.5681189722339,6.74557207947692,0,342.439063378716,38.0487848198573,5.2845534472024,0,27.6309292911348,3.07010325457053,0.426403229801463,0
"1304","QBMLJ6983S",2014-08-28,"Kenya","Jimbo",NA,NA,"Ali Shilingi","XSMJJ5186S",1,6,6,"Mijira",NA,NA,"Traditional","0","No",2920,0.5,0,0,0,0,0,0,5840,"Catch",0.9733,0.7123,0,0,1.34886843567869,NA,NA,NA,NA,NA,NA,NA,525.242323776172,87.5403872960286,8.99387540712623,0,12.9720388255494,2.16200647092491,0.222123952492285,0,2.77224624934501,0.462041041557502,0.047469970023031,0,262.893827928996,43.8156379881659,4.50160664261979,0,332.281740548127,55.3802900913545,5.68975583130354,0,308.748149208377,51.4580248680628,5.28678337685576,0,32.3292045494106,5.38820075823511,0.553582269681689,0
"1305","CLLNF1196B",2014-08-29,"Kenya","Jimbo",NA,NA,"Ali Shilingi","WHNLD7776Y",1,4,4,"Mijira",NA,NA,"Traditional","0","No",7900,1,0,0,0,0,0,0,7900,"Catch",1.975,0.4163,0,0,1.06822900206662,NA,NA,NA,NA,NA,NA,NA,691.098138356447,172.774534589112,8.74807770071452,0,14.69461375716,3.67365343929,0.186007769077975,0,4.35057354334479,1.0876433858362,0.0550705511815796,0,287.539141873143,71.8847854682858,3.63973597307776,0,426.320155422942,106.580038855735,5.39645766358154,0,333.983777863192,83.4959444657979,4.22764275776192,0,26.9486841234524,6.73717103086311,0.34112258384117,0
"1306","ZXYRT6594U",2014-01-09,"Kenya","Jimbo",NA,NA,"Ali Shilingi","VEFIQ0318V",1,17,17,"Mijira",NA,NA,"Traditional","0","No",15267,1,0,0,0,0,0,0,15267,"Catch",0.8981,0.7346,0,0,1.0427024908484,NA,NA,NA,NA,NA,NA,NA,953.977873262918,56.116345486054,6.2486269290818,0,20.2841472179531,1.19318513046783,0.132862692198553,0,6.00544360635125,0.353261388608897,0.0393361079868426,0,396.91320786413,23.3478357567135,2.59981140934126,0,588.483708213567,34.6166887184451,3.85461261684396,0,461.024442733937,27.1190848667022,3.0197448269728,0,37.1994177678796,2.18820104516939,0.243658988457979,0
"1307","NXMLU9733E",2014-06-09,"Kenya","Jimbo",NA,NA,"Ali Shilingi","ZRFKP4738B",1,7,7,"Mijira",NA,NA,"Traditional","0","No",9000,0.5556,0,0,1800,0.1111,0,0,16200,"Catch",2.3143,0.316,0,0,1.02753319522325,NA,NA,NA,NA,NA,NA,NA,744.759009685955,106.394144240851,4.59727783756762,0,16.6400933389285,2.37715619127551,0.102716625548942,0,3.55841074906344,0.508344392723348,0.0219654984510089,0,323.017776831627,46.1453966902325,1.99393689402239,0,441.303759831373,63.0433942616248,2.72409728290971,0,384.483853791547,54.9262648273639,2.37335712217005,0,41.0574686206239,5.86535266008913,0.253441164324839,0
"1308","SCFOJ0603F",2014-02-09,"Kenya","Jimbo",NA,NA,"Ali Shilingi","QDDPD2089L",1,5,5,"Kichwa mtu",NA,NA,"Traditional","0","No",4200,1,0,0,0,0,0,0,4200,"Catch",0.84,0.7517,0,0,0.882551379161946,NA,NA,NA,NA,NA,NA,NA,367.41926343001,73.483852686002,8.74807770071452,0,7.81232630127493,1.56246526025499,0.186007769077975,0,2.31296314962634,0.462592629925269,0.0550705511815796,0,152.868910869266,30.5737821738532,3.63973597307776,0,226.651221870425,45.3302443740849,5.39645766358154,0,177.560995826001,35.5121991652001,4.22764275776192,0,14.3271485213291,2.86542970426583,0.34112258384117,0
"1309","FFEEV5919J",2014-09-09,"Kenya","Jimbo",NA,NA,"Ali Shilingi","WPFHC6711R",1,4,4,"Mbayani",NA,NA,"Traditional","0","No",0,0,0,0,0,0,0,0,13440,"Catch",3.36,0.007,0,0,0.783817421194996,NA,NA,NA,NA,NA,NA,NA,468.688420368448,117.172105092112,3.48726503250334,0,5.63716882672531,1.40929220668133,0.0419432204369442,0,2.23609541233652,0.559023853084131,0.016637614675123,0,156.397924035719,39.0994810089297,1.16367503002767,0,1008.59358973646,252.148397434116,7.50441659030108,0,549.311695434941,137.327923858735,4.08714059103379,0,10.0864166397449,2.52160415993623,0.075047742855245,0
"1310","URJYT4185E",2014-04-09,"Kenya","Jimbo",NA,NA,"Ali Shilingi","VUHKD7329H",1,5,5,"Minyani",NA,NA,"Traditional","0","No",9160,0.4768,0,0,10050,0.5232,0,0,19210,"Catch",3.842,0.1355,0,0,1.22150135137556,NA,NA,NA,NA,NA,NA,NA,1483.44292192451,296.688584384903,7.72224321668149,0,21.5848593827768,4.31697187655535,0.112362620420493,0,4.82041915092916,0.964083830185832,0.0250932803275854,0,421.26966655913,84.253933311826,2.19297067443587,0,607.951487857989,121.590297571598,3.16476568380005,0,471.821449714828,94.3642899429655,2.45612415260191,0,45.0879091253608,9.01758182507216,0.234710614915985,0
"1311","MISUW3731U",2014-10-21,"Kenya","Jimbo",NA,NA,"Ali Shilingi","MPMXQ9929D",1,6,6,"Mijira",NA,NA,"Traditional","0","No",34650,1,0,0,0,0,0,0,34650,"Catch",5.775,0.7067,0,0,1.17138323701366,NA,NA,NA,NA,NA,NA,NA,1684.00495738755,280.667492897924,4.86004316706362,0,35.8064955475101,5.96774925791835,0.103337649487764,0,10.6010811024541,1.76684685040901,0.0305947506564331,0,700.649174817469,116.774862469578,2.02207554059876,0,1038.81810023945,173.136350039908,2.99803203532308,0,813.82123086917,135.636871811528,2.34869042097884,0,65.6660973894252,10.9443495649042,0.189512546578428,0
"1312","KEGPF8726V",2014-10-21,"Kenya","Jimbo",NA,NA,"Ali Shilingi","ZCCKH6976R",1,9,9,"Mijira",NA,NA,"Traditional","0","No",0,0,0,0,0,0,0,0,1825,"Catch",0.2028,0.9401,0,0,0.714621969869256,NA,NA,NA,NA,NA,NA,NA,224.822200573577,24.9802445081752,12.3190246889631,0,4.00248947492011,0.444721052768902,0.219314491776445,0,0.995617554378192,0.110624172708688,0.0545543865412708,0,68.8517402068379,7.65019335631532,3.77269809352537,0,161.990770715104,17.9989745239005,8.87620661452626,0,199.071635229881,22.1190705810979,10.9080348071168,0,8.68322946426537,0.964803273807263,0.475793395302212,0
"1313","TNBEK1341C",2014-10-21,"Kenya","Jimbo",NA,NA,"Ali Shilingi","QDDPD2089L",1,8,8,"Kichwa mtu",NA,NA,"Traditional","0","No",0,0,0,0,0,0,0,0,26040,"Catch",3.255,0.038,0,0,1.8161830689682,NA,NA,NA,NA,NA,NA,NA,1404.11416263853,175.514270329817,5.3921434817148,0,39.6455712330914,4.95569640413643,0.152248737454268,0,7.21762698245913,0.902203372807391,0.027717461530181,0,765.984386493302,95.7480483116627,2.94156830450577,0,994.013465779666,124.251683222458,3.81725601297875,0,938.861284359145,117.357660544893,3.60545808125632,0,111.854046190311,13.9817557737889,0.429547028380612,0
"1314","MPGQZ5250M",2014-10-20,"Kenya","Jimbo",NA,NA,"Ali Shilingi","ZARDC3850G",1,6,6,"Mijira",NA,NA,"Traditional","0","No",23430,1,0,0,0,0,0,0,23430,"Catch",3.905,0.1541,0,0,0.895899827518349,NA,NA,NA,NA,NA,NA,NA,931.670275126096,155.278379187683,3.97639895487024,0,19.8098274068043,3.30163790113405,0.0845489859445339,0,5.86501370083823,0.977502283473038,0.0250320687188998,0,387.631881132781,64.6053135221302,1.65442544230807,0,574.722741171434,95.7871235285723,2.45293530162797,0,450.243953701645,75.0406589502741,1.92165579898269,0,36.3295551790846,6.05492586318077,0.155055719927805,0
"1315","CNICJ6869G",2014-10-20,"Kenya","Jimbo",NA,NA,"Ali Shilingi","SBDQR3597D",1,7,7,"Mijira",NA,NA,"Traditional","0","No",8540,1,0,0,0,0,0,0,8540,"Catch",1.22,0.6394,0,0,0.893427892637534,NA,NA,NA,NA,NA,NA,NA,533.632739743586,76.233248534798,6.2486269290818,0,11.3464739137565,1.62092484482235,0.132862692198553,0,3.35930362207636,0.479900517439479,0.0393361079868426,0,222.023894357743,31.7176991939633,2.59981140934126,0,329.183917478474,47.0262739254963,3.85461261684396,0,257.886208223477,36.8408868890682,3.0197448269728,0,20.8084776143114,2.97263965918734,0.243658988457979,0
"1316","RDHUJ5781M",2014-10-18,"Kenya","Jimbo",NA,NA,"Ali Shilingi","ZARDC3850G",1,6,6,"Mijira",NA,NA,"Traditional","0","No",20500,1,0,0,0,0,0,0,20500,"Catch",3.4167,0.0098,0,0,0.905469746842648,NA,NA,NA,NA,NA,NA,NA,896.677964323238,149.446327387206,4.37403885035726,0,19.0657963304924,3.17763272174873,0.0930038845389873,0,5.64473149611191,0.940788582685318,0.0275352755907898,0,373.07293724047,62.1788228734117,1.81986798653888,0,553.136910517108,92.1894850861846,2.69822883179077,0,433.333382670597,72.2222304450995,2.11382137888096,0,34.9650648437199,5.82751080728665,0.170561291920585,0
"1317","WPDCJ2883S",2014-10-19,"Kenya","Jimbo",NA,NA,"Ali Shilingi","SBDQR3597D",1,4,4,"Mijira",NA,NA,"Traditional","0","No",25600,0.625,0,0,0,0,0,0,40960,"Catch",10.24,2.0263,0,0,1.51997435520511,NA,NA,NA,NA,NA,NA,NA,1825.79813568257,456.449533920642,4.45751497969377,0,41.3514771469907,10.3378692867477,0.100955754753395,0,10.3477510498308,2.58693776245769,0.0252630640865009,0,920.871444502383,230.217861125596,2.24822130005465,0,2989.59265320336,747.398163300841,7.29881018848478,0,1499.97571866556,374.99392966639,3.66205009439834,0,94.9269687028678,23.731742175717,0.231755294684736,0
