"Species","Family","FishGroups","EnglishName","KiswahiliName","Bycatch","Price_KSHPerkg","FunGr_Diet","TrophLevel","SE_TrophLevel","Vulnerability","Lmat_cm","Lopt_cm","Linf_cm","SizeCategory","Diet","Mobility","Active","Schooling","Position","TempPrefMin_degC","TempPrefMean_degC","TempPrefMax_degC","Calcium_mgPer100g","Calicum_L95","Calcium_U95","Iron_mgPer100g","Iron_L95","Iron_U95","Omega3_gPer100g","Omega3_L95","Omega3_U95","Protein_gPer100g","Protein_L95","Protein_U95","VitaminA_ugPer100g","VitaminA_L95","VitaminA_U95","Selenium_ugPer100g","Selenium_L95","Selenium_U95","Zinc_ugPer100g","Zinc_L95","Zinc_U95"
"Myripristis hexagona","Holocentridae","Soldierfishes","Doubletooth soldierfish",NA,"Yes",NA,"Planktivore",3.1,0.3,23.37,19.5800548478535,18.3728438832921,33.2227256830864,"S4","Planktivorous","Mob","Night","SmallG","Low",24.9,28,29,59.993052386683,25.3448493552348,141.691882041225,0.853759951083129,0.44104700023804,1.53065589970748,0.152893120166459,0.0620216703672924,0.334930804552091,18.7459605899894,17.5869094789437,19.9343972235591,68.2290285621606,27.4453662717858,173.48468028452,40.1179721743253,21.4759504758187,66.3655134087137,1.22637504976923,0.753331151096385,1.98019530465205
"Chaetodon kleinii","Chaetodontidae","Butterflyfishes","Klein's butterflyfish","Kitatange","Yes",80,"Invert-Micro",3.18,0.43,12.01,8.28462022115478,9.03050790143304,13.9345513902065,"S3","Planktivorous","Sed","Day","Pair","Low",24.7,27.8,29,100.620552023165,60.5677216294739,171.790266931716,0.882179197052642,0.579422596349826,1.43330286645609,0.137839852893486,0.0876887219980727,0.216373877031622,18.9144040073745,17.852133427013,20.0120609699267,40.552729699512,13.0392158851172,131.764703154671,28.5668166382767,15.8203185277511,54.2599480322504,1.47946728692925,0.996851847793774,2.17092180697124
"Epinephelus longispinis","Serranidae","Groupers","Longspined grouper","Tewa","No",200,"Predator",4.15,0.62,44.06,36.9933411740194,44.6841547622378,69.0089214896377,"S5","Carnivorous","Mob","Both","Sol","Bottom",25.6,28.2,29,26.8411601449863,14.138973809744,59.0818382236755,0.443079262331722,0.248137200720442,0.92988775954474,0.128465151006813,0.083065947452618,0.203242169928199,18.7014005281688,17.1826548237727,19.9879412078978,230.474903372107,65.3841716863393,807.703194729376,37.7506592419876,20.8305345618074,62.7877127954566,1.24185627629359,0.785160188664593,1.86883505765043
"Gymnothorax undulatus","Muraenidae","Moray eels","Undulated moray",NA,"No",NA,"Predator",4.32,0.75,80.86,67.2192311713158,85.8739026081476,148.48255534498,"S6","Carnivorous","Sed","Night","Sol","Bottom",24.3,28,29,29.327015964233,13.884915292923,56.2565432624838,0.449297675809805,0.270349059633436,0.845657178594503,0.214132266775051,0.0844022592008904,0.603224543876141,18.4261520314838,16.1258257685292,20.7646842943284,59.5091421727757,13.4369255015819,242.757058781343,51.4436585767776,23.8957976371398,117.712824948979,1.13592816914178,0.716017079848959,1.76652076674711
"Amblyglyphidodon leucogaster","Pomacentridae","Damselfishes","White -belly damsel",NA,"No",80,"Predator",3.38,0.39,24.47,8.78294823861601,10.1564709715098,15.6867187872922,"S2","Planktivorous","Sed","Day","MedG","Low",24.9,27.9,29,78.3077096413081,45.3755851975839,127.739252331361,0.820950247196574,0.525025277195481,1.35633348907235,0.157339647142351,0.0921025984247424,0.259452296090436,18.6252443153685,17.5441152012709,19.6935347120299,143.624541166574,45.9311058224565,442.989319287361,23.8700942829589,11.6942897263393,44.9551884276542,1.27742667516683,0.847850066695994,1.9108080017492
"Chaetodon xanthocephalus","Chaetodontidae","Butterflyfishes","Yellowhead butterflyfish",NA,"Yes",80,"Predator",2.7,0.24,15.01,8.28462022115478,9.03050790143304,13.9345513902065,"S3","Omnivorous","Sed","Day","Pair","Bottom",25.9,28.2,29.3,78.9112896165743,48.3392282604581,129.797711524067,0.814509826832118,0.541937862385743,1.29321438579263,0.127896061464766,0.0823325910415718,0.193981586249297,18.8602423469309,17.7949550916912,19.8991858848085,34.7573147449752,10.9890774003057,110.868117029731,30.6871088291758,17.2752129001852,56.4606240886955,1.40734039044757,0.956736918752868,2.05300179642093
"Cheilodipterus quinquelineatus","Apogonidae","Cardinalfishes","Five-lined cardinalfish",NA,"Yes",NA,"Predator",3.5,0.53,12.47,8.54066058484466,9.10306900496929,13.5489743253233,"S2","Carnivorous","Sed","Night","SmallG","Low",24.9,27.9,29,147.058150027588,82.530032582061,311.874341208993,0.811361037571993,0.49627904991298,1.39145638061579,0.1264046411505,0.0750192811740203,0.219451219564425,19.1136397914922,18.0614188514622,20.1573626138436,85.0536760782644,29.7458968352325,234.765200325504,34.2457467504342,16.7961388310931,67.8745561146316,1.63341893185775,1.09850173968544,2.35525502053602
"Naso annulatus","Acanthuridae","Surgeonfishes","Whitemargin unicornfish","Togoo","Yes",120,"Planktivore",2.12,0.09,45.06,22.9021711332268,25.5393563482109,35.6166661460547,"S6","Planktivorous","VMob","Day","MedG","High",23.5,27.1,28.3,23.3123895982893,12.0732831910874,41.4344927703243,0.540386041069555,0.302349200850621,0.89139728250003,0.105656587310822,0.0665627945866219,0.185118513419272,19.0926317661293,17.9719428112098,20.1202470742463,20.0205058754383,6.18138557243313,63.8310206446927,47.5786842838909,25.3712998655771,95.8282730373124,1.12204275865179,0.680965164911656,1.68161990186889
"Brotula multibarbata","Ophidiidae","Catfishes","Reef cusk eel",NA,"Yes",NA,"Predator",3.91,0.66,57.98,38.2061049019737,44.3374087002234,70.0700870501189,"S5","Carnivorous","Sed","Night","Sol","Bottom",13.4,15.9,23,33.3509660242586,19.3965470771073,56.7090549417972,0.41587681746163,0.247751624403162,0.683620680619165,0.0993643249808193,0.0594228613431531,0.171066600593335,17.3357063853434,14.802976883746,19.9659280545783,50.1577905501748,18.7584700730961,128.123441771381,51.6391921714128,29.7440432589266,95.8692339669971,0.94988197121466,0.664065358143567,1.31582594261587
"Arothron mappa","Tetraodontidae","Puffers","Map puffer",NA,"Yes",0,NA,2.83,0.19,37.48,16.4716087191905,16.9924569711277,29.0515601006601,"S5","Mobile Inverts","Mob","Day","Sol","Bottom",25.4,28.5,29.3,33.9112531409135,12.8196960830033,70.2554962853397,0.548279162969076,0.344412250247736,1.09800083103207,0.102232601036518,0.0501529746582685,0.190187549335968,18.6201575598054,16.2713326721628,20.8693886131133,26.6799191540346,7.79352604312176,86.7076895128817,41.6980952656834,21.1031754856663,86.1728410120113,1.00207281035817,0.652061936521722,1.56641401703932
"Lutjanus argentimaculatus","Lutjanidae","Snappers","River snapper",NA,"No",200,"Predator",3.85,0.64,59.54,46.7465779782326,68.2212951077973,98.48022363671,"S6","Carnivorous","Mob","Night","MedG","Low",24.3,28,29.1,11.1830319390117,4.87500084243034,24.4739580456684,0.571348595043746,0.261380117691346,1.31689235924166,0.354798610207704,0.149550139386285,0.864708459637279,18.0873043784602,16.4369428875087,19.5798287494626,81.769991040326,11.3338252536695,501.720806785839,44.8185180347229,14.6169994668515,109.826532964827,0.363681801469825,0.209637654181462,0.72990554367122
"Chaetodon melannotus","Chaetodontidae","Butterflyfishes","Black-backed butterflyfish",NA,"Yes",80,"Predator",3.47,0.56,47.26,8.28462022115478,9.03050790143304,13.9345513902065,"S3","Sessile Inverts","Sed","Day","Pair","Bottom",24.6,28.4,29.3,58.3915628669598,32.7992371367607,101.958414096627,0.452562482283868,0.226914198974489,0.848498121413132,0.163949055888327,0.095118454027826,0.280107936486378,19.0451239126505,17.7852690098434,20.2522291280967,268.442227005727,68.8478416898333,983.484381978487,21.9824827628166,9.89460228696227,46.9664871611249,1.13653275183423,0.711256324854025,1.78345499609403
"Acanthurus mata","Acanthuridae","Surgeonfishes","Elongate surgeonfish","Togoo","Yes",120,"Grazer",2.53,0.25,39.45,19.7436372708129,20.730848120071,29.8011743665281,"S5","Planktivorous","VMob","Day","LargeG","Low",24.7,27.9,29,45.0665060003957,14.2711135293841,105.154140667782,0.665896779889909,0.258240387437727,1.54602972841044,0.112516242671915,0.0542304441327086,0.223513771354871,18.7226215157828,17.6043958628253,19.8115819095574,34.7843059954394,9.82333369728115,116.616842301044,19.6953266150286,7.29536276317348,55.1321633233752,2.06904309167126,0.66197296469157,3.9309109769974
"Heniochus acuminatus","Chaetodontidae","Butterflyfishes","Longfin bannerfish","Kitatange","Yes",80,"Planktivore",3.45,0.41,20.09,12.1817172203236,13.6783221432426,21.0606794381027,"S3","Mobile Inverts","Sed","Day","Pair","Bottom",23.6,27.9,29.1,94.8066290248909,47.2089190462082,167.86375393251,0.899978304367882,0.509057771378138,1.78892208595978,0.275138455411888,0.135327614205622,0.576330553411397,18.0164721877178,16.8248484078561,19.1470050546446,57.3244106161697,14.7625732167468,207.346216078514,30.038678292737,11.2718912503031,71.5618804044116,1.56747460346367,0.987360423718116,2.43140751711493
"Arothron immaculatus","Tetraodontidae","Puffers","Immaculate puffer",NA,"Yes",0,NA,2.52,0.2,25.53,16.4716087191905,16.9924569711277,29.0515601006601,"S4","Mobile Inverts","Mob","Day","Sol","Bottom",24.3,28.5,29.3,63.6257233095363,20.5549590241782,135.208274732028,0.896995506737368,0.484251887288805,1.78701753089602,0.210918664100217,0.0895675962252545,0.485368475989703,17.2370002009962,14.8860270131276,19.543107850541,35.4331334694358,8.56363102539934,141.317845215578,33.7400300812364,14.7687648817767,84.3592015483106,1.60022167456009,0.978437325765662,2.64417860632146
"Epinephelus malabaricus","Serranidae","Groupers","Malabar grouper","Tewa","No",200,"Predator",4.16,0.61,40.44,46.9257865604373,57.8473307490967,88.9446920056838,"S6","Carnivorous","Mob","Both","Sol","Bottom",24.3,28,29.1,23.75468110555,9.79989187456378,59.9471795796321,0.690670116071343,0.28472648110533,1.90508048566768,0.208361712605155,0.0868546583465538,0.489701416642421,18.2736572082711,16.5179255744825,19.7759880614466,36.1136245110486,6.84671406239402,194.74359836355,70.1938454489856,25.3889199178986,205.210040177571,1.11453039150773,0.600986139300881,1.99716127270928
"Centropyge multispinis","Pomacanthidae","Angelfishes","Many-spined angelfish",NA,"No",160,"Grazer",2.79,0.31,30.52,22.8367591418258,27.0233260621573,38.7336634231468,"S2","Herbivorous detritivorous","Sed","Day","Pair","Bottom",25,28.2,29.2,74.5158713027178,44.8116070424584,119.264350696789,0.682788862455843,0.44357550122137,1.09454602312612,0.135448055186295,0.084686905094285,0.209912504571281,18.557667002265,17.4524702371261,19.6714437384342,86.8601711714242,26.0870244818191,274.456107730271,23.6629272022031,13.0486604908338,44.2742577206858,1.51704878010451,1.00694812728304,2.25376492314962
"Cheilodipterus artus","Apogonidae","Cardinalfishes","Lined cardinalfish",NA,"Yes",NA,"Predator",4.14,0.72,21.52,8.54066058484466,9.10306900496929,13.5489743253233,"S3","Carnivorous","Sed","Night","SmallG","Low",24.7,27.9,29,76.200458278981,43.2761005541726,127.478393023684,0.775254023714979,0.489692701360448,1.33395867978167,0.165643121745515,0.0982472813588233,0.271713206260425,19.0963010639352,18.0258390001063,20.1700806255837,120.801735986269,39.6598428515467,366.040951954443,27.9731422011987,13.732610107958,53.3523622453471,1.04987909885144,0.69793050287732,1.59458827972528
"Platax orbicularis","Ephippidae","Spadefishe","Orbicular batfish","Kivigwi","No",NA,"Predator",3.33,0.49,44.84,23.174369448648,27.5955427026966,42.5650326951497,"S5","Omnivorous","VMob","Day","MedG","Low",24.9,28.5,29.2,40.2869499129757,21.2575912419293,74.6684308661661,0.614713112651801,0.352484129299052,1.26630505234404,0.231819517228373,0.116599589148219,0.457752811785717,17.9040234577322,16.6816225774149,19.0414427524452,57.1676336544849,13.8305334184866,213.21903340755,32.416484976913,15.2999720909811,74.9140397125001,1.26152192349178,0.807665241635063,1.99387420006543
"Upeneus tragula","Mullidae","Goatfishes","Freckled goatfish","Mkundaji","No",160,"Invert-Micro",3.5,0.37,16.67,10.4827221646595,11.5701718090196,19.7521320049446,"S4","Mobile Inverts","Mob","Both","MedG","Bottom",24.8,28.2,29.1,98.1833147749344,48.0720369791399,207.995704854913,0.907988651754351,0.438617540689626,1.84727326624934,0.345739820421953,0.164316467960382,0.766554323334634,17.0779408880193,14.7918061531225,19.7239762380973,78.7253418351718,21.7160018115735,325.778998793816,34.6922238650796,14.9792339631169,78.2027372421656,1.59206245344189,0.837052024339295,2.48316744513067
"Mulloidichthys flavolineatus","Mullidae","Goatfishes","Yellow-stripe goatfish","Mkundaji","No",160,"Predator",3.47000002861023,0.4855,38.87,16.4653524478075,18.9864653058904,32.470545019267,"S4","Mobile Inverts","Mob","Day","MedG","Bottom",24.5,27.8,29,44.3934908045769,25.3746145403132,83.3054120683555,0.491215945898979,0.270896025088396,0.807477853729244,0.158969400413628,0.111332195733225,0.279862821232644,19.0376846835971,17.2799983648926,20.6995867472054,86.8299758561065,31.3615605100932,288.541714417152,38.954418773753,22.0188183700415,61.9060445341836,1.02872607656702,0.551731065746781,1.45152846063465
"Lactoria fornasini","Ostraciidae","Trunkfishes","Thornback cowfish",NA,"Yes",0,NA,NA,NA,11.94,19.0749683029736,20.4815368358386,35.6931336014697,"S3","Mobile Inverts","VMob","Both","Sol","Bottom",24.3,27.5,28.8,63.9538086535357,24.9523937642642,133.275617814981,0.667707603685817,0.419517747734115,1.30266644117783,0.124425642770292,0.0616065369410917,0.229683232965695,18.4438213937087,16.1147768993818,20.68931559035,57.6495788132718,17.789086618047,184.226895769814,30.0560256973992,15.6057099110462,61.669278144122,1.2872261696957,0.840557585125999,1.9924204537428
"Kyphosus vaigiensis","Kyphosidae","Rudderfishes","Lowfin rudderfish",NA,"Yes",NA,"Variable",2.83,0.34,54.32,30.7640684206087,35.7977114127609,51.2399538015441,"S5","Macroalgal herbivorous","VMob","Day","MedG","Low",24.7,27.8,29,24.4644329908361,13.2371085529727,44.0938649783183,0.507289600316008,0.319204152841587,0.858795965846681,0.0925007713345894,0.0554995309579371,0.153182460286747,18.5597690925633,17.3254453468468,19.739393044307,24.5929093028838,5.79916506299121,99.5239895255347,38.314819821959,16.9704937136999,78.6669273098,1.10030320833979,0.700269794931736,1.70905298227276
"Carangoides ferdau","Carangidae","Jacks","Bar jack","Kolekole","No",NA,"Pisc-Macro-Invert",3.98,0.63,43.95,31.0898586580325,37.1789145720338,65.3385857348982,"S5","Carnivorous","VMob","Both","MedG","High",24.7,28.1,29.1,28.3256147814017,12.690774504563,66.3738371331406,1.46984924950399,0.633349108283008,3.36181356471362,0.365764593117435,0.16207645994137,0.821213448783347,19.0097105878094,16.6607648888182,20.9052642286072,125.770803095343,12.5280349864691,1061.82215434144,10.5603540367999,3.39565138356346,25.7357875923782,0.782332520239889,0.399940031315471,1.7347694444612
"Gymnothorax favagineus","Muraenidae","Moray eels","Honeycomb moray","Mkunga","Yes",NA,"Piscivore",4.24,0.64,86.23,67.2192311713158,85.8739026081476,148.48255534498,"S6","Carnivorous","Sed","Night","Sol","Bottom",24.5,28.1,29.1,18.0265428427443,8.00271791430704,36.5179439845413,0.329980411733906,0.185039595302882,0.679741737079529,0.209059067512138,0.0775071139911951,0.611818093179883,18.7204164293302,16.4159077733484,21.1042792281257,65.5168798224772,14.2523095794659,294.409499725973,59.1953502725609,25.6158233625324,140.413968322331,0.861281526205963,0.519095869282266,1.40687657767631
"Aethaloperca rogaa","Serranidae","Groupers","Redmouth grouper","Hira","Yes",200,"Pisc-Macro-Invert",4.2,0.71,48.76,25.7848499965633,28.9420695182086,46.1205609167072,"S5","Carnivorous","Mob","Both","Sol","Bottom",24.1,27.9,29,31.255322862701,18.0873004142865,56.5215322534814,0.304948217528507,0.160547314695296,0.623440693597084,0.146838951125759,0.0937076219318019,0.229079305929661,18.2347193744766,16.1787279090022,20.1590840428191,118.795883962049,33.5853135575794,454.701398913388,59.0254328690548,33.8162963535146,103.533261663036,0.570999439349311,0.319216403754834,2.68440895855302
"Lutjanus bohar","Lutjanidae","Snappers","Twinspot snapper","Changu mwekundu","No",200,"Pisc-Macro-Invert",3.61999988555908,0.5678,68.83,33.9696644535155,48.7436481332142,71.0308749872104,"S6","Carnivorous","Mob","Night","MedG","Low",24.5,28,29,20.944936399279,10.1903709043505,39.0638725355366,0.275758684998116,0.159531354808072,0.511820941435344,0.27472533141396,0.145258735581525,0.528708827638419,17.5946182576295,16.0559705474428,19.0665573790875,303.913256075304,51.4364907420999,1161.86443708888,67.8962138488842,33.9548770319396,137.410785579452,0.542696511704794,0.356464030650974,0.923004741688213
"Siganus argenteus","Siganidae","Rabbitfishes","Forktail rabbitfish","Tafi","No",200,"Browser",2.63000011444092,0.2225,22.2,21.7723659347528,22.8683005570703,31.9408327607877,"S4","Herbivorous detritivorous","VMob","Day","LargeG","Bottom",24.6,27.8,29,37.6443906946181,18.4372050220421,83.7211882356262,0.787653887789251,0.385204877191951,1.43194387956363,0.134446590481694,0.0762731384194631,0.241220573988029,19.3016331807505,18.1303798527559,20.4679182463351,17.7817637073565,5.61340472100414,58.1778311866813,22.0803243271247,10.6561083238966,49.1810901142847,1.39242387671423,0.663278839867386,2.83827850799834
"Lutjanus russellii","Lutjanidae","Snappers","Russel's snappers","Chembeu","No",200,"Predator",3.79999995231628,0.6332,36.05,31.2464676143118,43.8039645478617,62.4384528390117,NA,NA,NA,NA,NA,NA,24.4,28,29.1,32.9919800820559,16.4054887251089,64.1312100774032,0.466127286691423,0.257948876283649,0.866982670709418,0.309577025013257,0.150908946345093,0.650275019048731,17.3613349475019,15.8435278546291,18.7807968277821,320.660035496162,52.6797411919855,1476.34503464006,65.6173188279645,28.7056303510824,153.124242518594,0.586509556559023,0.376784247540456,1.03485843101707
"Lethrinus obsoletus","Lethrinidae","Emperors","Orange-stripe emperor","Changu","No",200,"Pisc-Macro-Invert",3.11999988555908,0.3295,33.45,24.36808846215,28.9284316406226,42.6832200443944,"S4","Mobile Inverts","Mob","Night","SmallG","Bottom",26.1,28.5,29.3,42.2129626810017,28.9059225161011,62.6898229073551,0.855200811125536,0.601656628915904,1.20988346926671,0.134378341761902,0.0992581747210657,0.183128030845349,20.5363141408015,18.2804005468938,22.5128931918425,16.8985945495843,4.33284855347961,97.3613031169168,53.6878214028755,33.9037174060442,83.9236062889219,1.94635948765377,1.38231763850287,2.63285390999564
"Scarus globiceps","Scaridae","Parrotfishes","Violet-lined parrotfish","Pono","No",120,"Scrapers/Excavators",2,0,28.68,21.2019595515219,29.6403145749041,35.7955865289913,"S3","Omnivorous","Mob","Day","Sol","Bottom",24.9,28.4,29.3,42.3321228227377,24.621662581289,74.7955036760922,0.759845035946734,0.470268214230166,1.1788102030486,0.0628222766057909,0.0378133699011951,0.102179244806285,18.3186099018505,16.1901979719746,20.2458167602389,21.5355305036362,6.30208672855535,75.6152912458683,21.0895119985904,12.0819008816985,40.9436076293336,2.40995669566084,1.64940127172398,3.46875405453976
"Parupeneus cyclostomus","Mullidae","Goatfishes","Yellowsaddle goatfish","Mkundaji","No",160,"Pisc-Macro-Invert",4.08,0.71,36.98,15.2181098203589,17.7442482601745,29.658715548923,"S5","Carnivorous","Mob","Day","Sol","Bottom",24.5,27.8,29,26.8470026283186,13.0838542943129,57.1099867205017,0.312269826040047,0.157202969507509,0.652180669055823,0.13698868771952,0.07351568358407,0.260737496780678,18.3550643488642,15.1641855734754,21.2496928357537,459.934889278795,69.5260868435161,2019.11968940022,64.9709909842913,26.8588024939994,146.988120746911,0.41833397074303,0.245228643809449,0.858424973696954
"Chaetodon selene","Chaetodontidae","Butterflyfishes","Yellow-dotted butterflyfish","Kitatange","Yes",80,"Invert-Micro",2.72,0.24,12.47,8.28462022115478,9.03050790143304,13.9345513902065,"S3","Mobile Inverts","Sed","Day","Pair","Bottom",24.7,27.8,29,95.4570448991257,57.1684060553857,162.683002739192,0.895658502326703,0.586098120536986,1.4370602806379,0.132454026468284,0.0831139249716544,0.206867597284134,18.853117450836,17.767555828682,19.9355092098667,35.0744558491128,11.0892002487088,116.554646625453,29.4393361263483,16.2530997991411,55.9609757126346,1.49620833893635,1.00578645094508,2.19999158495721
"Scarus frenatus","Scaridae","Parrotfishes","Bridled parrotfish","Kangu","No",120,"Scrapers/Excavators",2,0,23.6,21.9830465402807,28.8487857080101,33.0151119799713,"S4","Omnivorous","Mob","Day","Sol","Bottom",24.7,28.2,29.3,40.5755330305725,26.8498921134062,63.4039632799622,0.875104323820618,0.600228555881822,1.32603066245555,0.0907541691028125,0.0628489329039975,0.129849324263161,18.8883465380028,16.7952100784609,20.7619152184457,16.818947267521,5.33774526332635,54.9461050719156,21.6614820087724,14.3572336476427,33.7950514271296,2.22986165744882,1.63437857972429,2.93271147711543
"Gerres oyena","Gerreidae","Grunters","Blacktip mojarra","Chaa","Yes",NA,"Predator",2.72,0.24,16.52,10.4227028864917,12.3467109745527,19.8376312379237,"S3","Mobile Inverts","VMob","Night","MedG","Low",25.2,28.5,29.3,92.7483034096052,44.1573609872893,186.96483628024,1.18696385990525,0.573643283776366,2.20570879474707,0.274127070955463,0.124587293151271,0.619435380748479,18.2048917381912,15.9175522724358,20.3193629142515,30.9153974387932,6.70174517624663,124.058205281191,40.0833774781821,18.7908014341222,86.9721557625376,1.87037482029897,1.14083203734839,2.92654433748847
"Acanthurus nigrofuscus","Acanthuridae","Surgeonfishes","Elongate surgeonfish","Ngudu","Yes",120,"Browser",2,0,27.14,12.0921464127679,12.0547311374926,17.1687377149652,"S3","Herbivorous detritivorous","Sed","Day","SmallG","Bottom",24.6,27.7,29,90.1286942216554,29.0404374166048,216.031282597162,1.00928197980354,0.388589400638271,2.64009167151178,0.119621467402985,0.057465018007551,0.248244942055913,18.531417643401,17.3759730175363,19.6574756983549,27.5145689289784,7.16167255268176,102.927679671541,17.8830681418228,6.24606786711156,50.8067605291363,2.80781005533009,0.878165683062285,5.3859969503179
"Lutjanus sebae","Lutjanidae","Snappers","Emperor snapper","Fwatundu","No",200,"Predator",3.86,0.62,58.91,45.3069426737103,65.9498808936741,89.6554035331165,"S6","Carnivorous","Mob","Night","SmallG","Low",22.9,27.1,28.5,16.1949002932555,5.93163177080562,38.7679331041011,0.330974661196918,0.16308008351631,0.770455360188819,0.240674477701118,0.10752880263633,0.540255547942444,17.1520557567647,15.4934741322603,18.7994132619161,199.562386000585,27.6998977115231,1140.58513915054,69.7539854546593,25.6397032775654,179.124364433619,0.415237018923164,0.230115050859228,0.764479791587881
"Epinephelus fuscoguttatus","Serranidae","Groupers","Brown-marbled","Kivungwi","Yes",200,"Piscivore",4.14,0.72,57.09,47.426573756048,59.4832276745138,92.8839311372032,"S6","Carnivorous","Mob","Both","Sol","Bottom",25.4,28.2,29.1,16.6121275771159,8.47561947153645,36.913399672072,0.390894890122716,0.215645491568944,0.819081318513284,0.112201708798008,0.0694915487782457,0.185356167313364,18.8559060745682,17.3373151214306,20.1513255103163,129.436590472354,38.261620192057,455.341186973799,47.5402815928254,26.9691892043613,83.1686531513188,1.01905767843837,0.637489858599542,1.55423834915283
"Chlorurus strongylocephalus","Scaridae","Rabbitfishes","White spotted rabbitfish","Pono","No",120,"Grazer",2,0,36.53,24.1074080167991,33.0882511492713,39.9974638101999,"S5","Omnivorous","Mob","Day","SmallG","Bottom",25.5,28.5,29.3,22.7406027485067,8.61011096708595,61.3230853392706,0.522595512737268,0.213623051076636,1.4092375520485,0.0896094136554555,0.0427147041607802,0.188738439492369,18.8392260559764,16.7410431516447,20.7083912821924,19.7503324561705,6.17266364523581,62.8144498255721,44.998733169869,15.5007533411606,134.865827386915,2.04933087678287,0.816141212993008,3.80439484160142
"Neoglyphidodon melas","Pomacentridae",NA,NA,"Nyungune?","Yes",80,"Invert-Micro",3.02,0.33,29.01,8.78294823861601,10.1564709715098,15.6867187872922,"S3","Omnivorous","Sed","Day","Sol","Bottom",25.1,28.4,29.3,71.0099353331632,44.2300245834035,110.324271464276,0.638357885242842,0.410680392389488,1.03303638678395,0.142558986700451,0.0926149189409799,0.215291340058752,18.9056499193766,17.8156764729737,19.9796878226647,88.3689589237948,28.3439976055655,255.14311857112,25.276209362539,14.470633964258,46.3229727454092,1.30801736923106,0.893067510703975,1.89509613532585
"Cephalopholis spiloparaea","Serranidae","Groupers","Strawberry grouper","Kikokwe","Yes",200,"Piscivore",NA,NA,29.46,15.1793273251231,16.2476535340908,25.5098326439898,"S4","Carnivorous","Sed","Both","Sol","Bottom",21.2,26,28.1,61.0128177671127,34.7196219359633,105.725145264955,0.706616043661194,0.382392572536854,1.2206522762426,0.180026738391234,0.109234408214379,0.288838163227347,18.4977067677471,16.4946430103188,20.360308095016,162.635835406893,59.9923080053071,492.341048779838,36.9294019159178,20.7627454088068,63.1599632713026,0.868541791278641,0.609412158079683,1.45853319930105
"Bodianus axillaris","Labridae","Bony Fishes","Axilspot hogfish","Mbono","No",160,"Invert-Micro",3.42,0.45,34.69,15.0189624185831,17.4477716233074,28.2070269166555,"S3","Mobile Inverts","Mob","Day","Sol","Bottom",24.4,27.5,28.9,69.1342434649656,42.6115543456742,130.107935005489,0.671408848791345,0.396493474548863,1.14018739672168,0.153235750473855,0.0989258290879798,0.229691924027727,18.637323552116,15.8380377917982,20.9248592329026,116.11446872926,39.9834238782394,363.772734429131,31.2228255549411,18.2218175356843,50.4911652398362,1.65924619625638,1.15527114805454,2.92140517367502
"Acanthurus tennentii","Acanthuridae","Surgeonfishes","Leutenant surgeonfish","Ngudu","Yes",120,"Grazer",2,0,27.9,17.9519505170744,18.5003455532661,26.2248245519282,"S4","Herbivorous detritivorous","Mob","Day","SmallG","Bottom",24.7,27.7,29.1,66.3472620810826,21.4184703400229,157.918901492809,0.876754347137712,0.340787149040901,2.23221953052555,0.112606365143679,0.0542080714938813,0.232036808126887,18.556473622723,17.4060485093297,19.6805820099595,25.8472502305459,6.5394955506597,94.7752048907451,19.2104240897424,6.81593888139689,54.6439754034575,2.52230843773173,0.796167121050514,4.85603964708606
"Tetrosomus gibbosus","Ostraciidae",NA,NA,"Kikande","Yes",0,"Invert-Micro",3.5,0.37,16,19.0749683029736,20.4815368358386,35.6931336014697,"S4","Omnivorous","Mob","Both","Sol","Bottom",22.2,26.9,28.2,58.4130609696894,22.9751416830034,124.10242024347,0.61280858416797,0.373589865391676,1.20896973251076,0.128184923617775,0.0664688214398984,0.237763916098115,18.7200117654661,16.4346447863209,20.9218646067134,58.7360481695637,18.2314016086415,189.703147861204,31.9314132472627,16.5759026746459,67.549920146006,1.12333470103288,0.732612357520629,1.71841025002538
"Lethrinus","Lethrinidae","Emperors",NA,"Changu","Yes",200,NA,NA,NA,NA,19.0749683029736,20.4815368358386,35.6931336014697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gymnothorax flavimarginatus","Muraenidae",NA,NA,"Mkunga","Yes",NA,"Piscivore",4.16,0.72,84.66,67.2192311713158,85.8739026081476,148.48255534498,"S6","Carnivorous","Sed","Night","Sol","Bottom",23.7,27.8,29,17.1706579516846,8.89115331254879,31.5071383040991,0.278099510391954,0.145686740858485,0.505012021186542,0.109703528936647,0.0464901336581243,0.297317192185988,19.8673943872383,17.6682456281843,22.2581105702111,55.6519519029218,14.2516216982019,197.738710617895,59.167905291993,30.8641074040798,124.587705167459,0.700239767217241,0.4616035467784,1.01996917852254
"Scarus","Scaridae","Parrotfishes",NA,"Pono","Yes",120,NA,NA,NA,NA,67.2192311713158,85.8739026081476,148.48255534498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
